"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Ramsey County, MN"	"27123"	"45-54 years"	"45-54"	"2008"	"2008"	10	71739	Unreliable
	"Franklin County, MO"	"29071"	"25-34 years"	"25-34"	"2011"	"2011"	10	12076	Unreliable
	"Greene County, MO"	"29077"	"25-34 years"	"25-34"	"2010"	"2010"	10	38967	Unreliable
	"Greene County, MO"	"29077"	"35-44 years"	"35-44"	"2007"	"2007"	13	33956	Unreliable
	"Greene County, MO"	"29077"	"35-44 years"	"35-44"	"2008"	"2008"	10	33382	Unreliable
	"Greene County, MO"	"29077"	"35-44 years"	"35-44"	"2010"	"2010"	10	32704	Unreliable
	"Greene County, MO"	"29077"	"45-54 years"	"45-54"	"2007"	"2007"	14	36483	Unreliable
	"Greene County, MO"	"29077"	"45-54 years"	"45-54"	"2008"	"2008"	13	36994	Unreliable
	"Greene County, MO"	"29077"	"45-54 years"	"45-54"	"2010"	"2010"	15	36911	Unreliable
	"Greene County, MO"	"29077"	"45-54 years"	"45-54"	"2011"	"2011"	12	35996	Unreliable
	"Jackson County, MO"	"29095"	"25-34 years"	"25-34"	"2009"	"2009"	10	97787	Unreliable
	"Jackson County, MO"	"29095"	"25-34 years"	"25-34"	"2010"	"2010"	13	98213	Unreliable
	"Jackson County, MO"	"29095"	"35-44 years"	"35-44"	"2007"	"2007"	19	92146	Unreliable
	"Jackson County, MO"	"29095"	"35-44 years"	"35-44"	"2008"	"2008"	13	89982	Unreliable
	"Jackson County, MO"	"29095"	"35-44 years"	"35-44"	"2009"	"2009"	10	87809	Unreliable
	"Jackson County, MO"	"29095"	"35-44 years"	"35-44"	"2010"	"2010"	11	86717	Unreliable
	"Jackson County, MO"	"29095"	"35-44 years"	"35-44"	"2011"	"2011"	11	85296	Unreliable
	"Jackson County, MO"	"29095"	"45-54 years"	"45-54"	"2007"	"2007"	18	97511	Unreliable
	"Jackson County, MO"	"29095"	"45-54 years"	"45-54"	"2008"	"2008"	15	98368	Unreliable
	"Jackson County, MO"	"29095"	"45-54 years"	"45-54"	"2009"	"2009"	15	99153	Unreliable
	"Jackson County, MO"	"29095"	"45-54 years"	"45-54"	"2010"	"2010"	15	98844	Unreliable
	"Jackson County, MO"	"29095"	"45-54 years"	"45-54"	"2011"	"2011"	14	97414	Unreliable
	"Jackson County, MO"	"29095"	"55-64 years"	"55-64"	"2009"	"2009"	10	75083	Unreliable
	"Jackson County, MO"	"29095"	"55-64 years"	"55-64"	"2010"	"2010"	10	77546	Unreliable
	"Jackson County, MO"	"29095"	"55-64 years"	"55-64"	"2011"	"2011"	11	80981	Unreliable
	"Jefferson County, MO"	"29099"	"15-24 years"	"15-24"	"2010"	"2010"	12	27649	Unreliable
	"Jefferson County, MO"	"29099"	"15-24 years"	"15-24"	"2011"	"2011"	10	27310	Unreliable
	"Jefferson County, MO"	"29099"	"25-34 years"	"25-34"	"2008"	"2008"	10	28245	Unreliable
	"Jefferson County, MO"	"29099"	"25-34 years"	"25-34"	"2009"	"2009"	17	28301	Unreliable
	"Jefferson County, MO"	"29099"	"25-34 years"	"25-34"	"2010"	"2010"	11	28401	Unreliable
	"Jefferson County, MO"	"29099"	"35-44 years"	"35-44"	"2011"	"2011"	11	29551	Unreliable
	"Jefferson County, MO"	"29099"	"45-54 years"	"45-54"	"2010"	"2010"	13	36012	Unreliable
	"Jefferson County, MO"	"29099"	"45-54 years"	"45-54"	"2011"	"2011"	10	35743	Unreliable
	"St. Charles County, MO"	"29183"	"25-34 years"	"25-34"	"2008"	"2008"	10	45929	Unreliable
	"St. Charles County, MO"	"29183"	"25-34 years"	"25-34"	"2010"	"2010"	10	47485	Unreliable
	"St. Charles County, MO"	"29183"	"25-34 years"	"25-34"	"2011"	"2011"	16	48593	Unreliable
	"St. Charles County, MO"	"29183"	"35-44 years"	"35-44"	"2010"	"2010"	12	50643	Unreliable
	"St. Charles County, MO"	"29183"	"35-44 years"	"35-44"	"2011"	"2011"	14	49904	Unreliable
	"St. Charles County, MO"	"29183"	"45-54 years"	"45-54"	"2011"	"2011"	12	57398	Unreliable
	"St. Louis County, MO"	"29189"	"15-24 years"	"15-24"	"2007"	"2007"	14	133787	Unreliable
	"St. Louis County, MO"	"29189"	"15-24 years"	"15-24"	"2008"	"2008"	17	132907	Unreliable
	"St. Louis County, MO"	"29189"	"15-24 years"	"15-24"	"2009"	"2009"	15	132107	Unreliable
	"St. Louis County, MO"	"29189"	"15-24 years"	"15-24"	"2010"	"2010"	11	131174	Unreliable
	"St. Louis County, MO"	"29189"	"15-24 years"	"15-24"	"2011"	"2011"	21	129754	16.2
	"St. Louis County, MO"	"29189"	"25-34 years"	"25-34"	"2008"	"2008"	16	119788	Unreliable
	"St. Louis County, MO"	"29189"	"25-34 years"	"25-34"	"2009"	"2009"	28	121214	23.1
	"St. Louis County, MO"	"29189"	"25-34 years"	"25-34"	"2010"	"2010"	43	121851	35.3
	"St. Louis County, MO"	"29189"	"25-34 years"	"25-34"	"2011"	"2011"	38	124597	30.5
	"St. Louis County, MO"	"29189"	"35-44 years"	"35-44"	"2007"	"2007"	15	134317	Unreliable
	"St. Louis County, MO"	"29189"	"35-44 years"	"35-44"	"2008"	"2008"	25	129853	19.3
	"St. Louis County, MO"	"29189"	"35-44 years"	"35-44"	"2009"	"2009"	21	125591	16.7
	"St. Louis County, MO"	"29189"	"35-44 years"	"35-44"	"2010"	"2010"	26	122763	21.2
	"St. Louis County, MO"	"29189"	"35-44 years"	"35-44"	"2011"	"2011"	31	119764	25.9
	"St. Louis County, MO"	"29189"	"45-54 years"	"45-54"	"2008"	"2008"	18	157245	Unreliable
	"St. Louis County, MO"	"29189"	"45-54 years"	"45-54"	"2009"	"2009"	29	156575	18.5
	"St. Louis County, MO"	"29189"	"45-54 years"	"45-54"	"2010"	"2010"	23	155599	14.8
	"St. Louis County, MO"	"29189"	"45-54 years"	"45-54"	"2011"	"2011"	34	152457	22.3
	"St. Louis County, MO"	"29189"	"55-64 years"	"55-64"	"2011"	"2011"	10	133868	Unreliable
	"St. Louis city, MO"	"29510"	"25-34 years"	"25-34"	"2009"	"2009"	12	56513	Unreliable
	"St. Louis city, MO"	"29510"	"25-34 years"	"25-34"	"2010"	"2010"	17	57661	Unreliable
	"St. Louis city, MO"	"29510"	"25-34 years"	"25-34"	"2011"	"2011"	21	59032	35.6
	"St. Louis city, MO"	"29510"	"35-44 years"	"35-44"	"2008"	"2008"	10	41287	Unreliable
	"St. Louis city, MO"	"29510"	"35-44 years"	"35-44"	"2009"	"2009"	13	40709	Unreliable
	"St. Louis city, MO"	"29510"	"35-44 years"	"35-44"	"2010"	"2010"	19	40244	Unreliable
	"St. Louis city, MO"	"29510"	"35-44 years"	"35-44"	"2011"	"2011"	22	39355	55.9
	"St. Louis city, MO"	"29510"	"45-54 years"	"45-54"	"2007"	"2007"	12	45465	Unreliable
	"St. Louis city, MO"	"29510"	"45-54 years"	"45-54"	"2008"	"2008"	19	45373	Unreliable
	"St. Louis city, MO"	"29510"	"45-54 years"	"45-54"	"2009"	"2009"	21	45198	46.5
	"St. Louis city, MO"	"29510"	"45-54 years"	"45-54"	"2010"	"2010"	13	44811	Unreliable
	"St. Louis city, MO"	"29510"	"45-54 years"	"45-54"	"2011"	"2011"	17	43459	Unreliable
	"St. Louis city, MO"	"29510"	"55-64 years"	"55-64"	"2011"	"2011"	14	36488	Unreliable
	"Douglas County, NE"	"31055"	"25-34 years"	"25-34"	"2011"	"2011"	11	83862	Unreliable
	"Douglas County, NE"	"31055"	"35-44 years"	"35-44"	"2007"	"2007"	10	68640	Unreliable
	"Douglas County, NE"	"31055"	"35-44 years"	"35-44"	"2009"	"2009"	12	67277	Unreliable
	"Douglas County, NE"	"31055"	"35-44 years"	"35-44"	"2010"	"2010"	11	67026	Unreliable
	"Douglas County, NE"	"31055"	"45-54 years"	"45-54"	"2009"	"2009"	12	70497	Unreliable
	"Clark County, NV"	"32003"	"15-24 years"	"15-24"	"2007"	"2007"	35	248401	14.1
	"Clark County, NV"	"32003"	"15-24 years"	"15-24"	"2008"	"2008"	28	255009	11.0
	"Clark County, NV"	"32003"	"15-24 years"	"15-24"	"2009"	"2009"	34	257660	13.2
	"Clark County, NV"	"32003"	"15-24 years"	"15-24"	"2010"	"2010"	40	259685	15.4
	"Clark County, NV"	"32003"	"15-24 years"	"15-24"	"2011"	"2011"	48	260912	18.4
	"Clark County, NV"	"32003"	"25-34 years"	"25-34"	"2007"	"2007"	71	289386	24.5
	"Clark County, NV"	"32003"	"25-34 years"	"25-34"	"2008"	"2008"	56	295692	18.9
	"Clark County, NV"	"32003"	"25-34 years"	"25-34"	"2009"	"2009"	52	296690	17.5
	"Clark County, NV"	"32003"	"25-34 years"	"25-34"	"2010"	"2010"	53	294525	18.0
	"Clark County, NV"	"32003"	"25-34 years"	"25-34"	"2011"	"2011"	71	294836	24.1
	"Clark County, NV"	"32003"	"35-44 years"	"35-44"	"2007"	"2007"	63	285789	22.0
	"Clark County, NV"	"32003"	"35-44 years"	"35-44"	"2008"	"2008"	59	289662	20.4
	"Clark County, NV"	"32003"	"35-44 years"	"35-44"	"2009"	"2009"	76	290113	26.2
	"Clark County, NV"	"32003"	"35-44 years"	"35-44"	"2010"	"2010"	72	288486	25.0
	"Clark County, NV"	"32003"	"35-44 years"	"35-44"	"2011"	"2011"	77	285808	26.9
	"Clark County, NV"	"32003"	"45-54 years"	"45-54"	"2007"	"2007"	86	249704	34.4
	"Clark County, NV"	"32003"	"45-54 years"	"45-54"	"2008"	"2008"	106	256846	41.3
	"Clark County, NV"	"32003"	"45-54 years"	"45-54"	"2009"	"2009"	119	262202	45.4
	"Clark County, NV"	"32003"	"45-54 years"	"45-54"	"2010"	"2010"	108	264813	40.8
	"Clark County, NV"	"32003"	"45-54 years"	"45-54"	"2011"	"2011"	103	265672	38.8
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2007"	"2007"	35	198975	17.6
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2008"	"2008"	44	203912	21.6
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2009"	"2009"	59	209867	28.1
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2010"	"2010"	70	215262	32.5
	"Clark County, NV"	"32003"	"55-64 years"	"55-64"	"2011"	"2011"	55	223044	24.7
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2009"	"2009"	10	130763	Unreliable
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2010"	"2010"	10	134903	Unreliable
	"Clark County, NV"	"32003"	"65-74 years"	"65-74"	"2011"	"2011"	17	141064	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2007"	"2007"	10	54533	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2008"	"2008"	13	55226	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2010"	"2010"	12	56469	Unreliable
	"Washoe County, NV"	"32031"	"25-34 years"	"25-34"	"2011"	"2011"	10	57841	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2007"	"2007"	16	57839	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2008"	"2008"	20	57143	35.0
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2009"	"2009"	14	55761	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2010"	"2010"	16	55353	Unreliable
	"Washoe County, NV"	"32031"	"35-44 years"	"35-44"	"2011"	"2011"	12	54695	Unreliable
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2007"	"2007"	19	61099	Unreliable
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2008"	"2008"	22	61640	35.7
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2009"	"2009"	29	61570	47.1
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2010"	"2010"	19	61322	Unreliable
	"Washoe County, NV"	"32031"	"45-54 years"	"45-54"	"2011"	"2011"	20	60533	33.0
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2008"	"2008"	11	50021	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2009"	"2009"	15	51713	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2010"	"2010"	16	53319	Unreliable
	"Washoe County, NV"	"32031"	"55-64 years"	"55-64"	"2011"	"2011"	26	55454	46.9
	"Hillsborough County, NH"	"33011"	"25-34 years"	"25-34"	"2007"	"2007"	10	49300	Unreliable
	"Hillsborough County, NH"	"33011"	"25-34 years"	"25-34"	"2010"	"2010"	11	49098	Unreliable
	"Hillsborough County, NH"	"33011"	"25-34 years"	"25-34"	"2011"	"2011"	19	50006	Unreliable
	"Hillsborough County, NH"	"33011"	"35-44 years"	"35-44"	"2008"	"2008"	10	61294	Unreliable
	"Hillsborough County, NH"	"33011"	"45-54 years"	"45-54"	"2011"	"2011"	10	68259	Unreliable
	"Rockingham County, NH"	"33015"	"35-44 years"	"35-44"	"2011"	"2011"	13	41042	Unreliable
	"Rockingham County, NH"	"33015"	"45-54 years"	"45-54"	"2007"	"2007"	11	53156	Unreliable
	"Rockingham County, NH"	"33015"	"45-54 years"	"45-54"	"2008"	"2008"	10	54102	Unreliable
	"Rockingham County, NH"	"33015"	"45-54 years"	"45-54"	"2009"	"2009"	10	55153	Unreliable
	"Bergen County, NJ"	"34003"	"25-34 years"	"25-34"	"2011"	"2011"	11	106681	Unreliable
	"Bergen County, NJ"	"34003"	"45-54 years"	"45-54"	"2007"	"2007"	11	143311	Unreliable
	"Essex County, NJ"	"34013"	"25-34 years"	"25-34"	"2011"	"2011"	12	107729	Unreliable
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2007"	"2007"	20	120889	16.5
	"Essex County, NJ"	"34013"	"35-44 years"	"35-44"	"2008"	"2008"	14	118793	Unreliable
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2007"	"2007"	13	111565	Unreliable
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2008"	"2008"	12	113085	Unreliable
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2010"	"2010"	14	115224	Unreliable
	"Essex County, NJ"	"34013"	"45-54 years"	"45-54"	"2011"	"2011"	13	114864	Unreliable
	"Hudson County, NJ"	"34017"	"35-44 years"	"35-44"	"2011"	"2011"	14	97958	Unreliable
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2008"	"2008"	11	81192	Unreliable
	"Hudson County, NJ"	"34017"	"45-54 years"	"45-54"	"2011"	"2011"	15	83059	Unreliable
	"Mercer County, NJ"	"34021"	"45-54 years"	"45-54"	"2010"	"2010"	10	55646	Unreliable
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2010"	"2010"	13	111577	Unreliable
	"Middlesex County, NJ"	"34023"	"25-34 years"	"25-34"	"2011"	"2011"	18	112141	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2007"	"2007"	14	122401	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2008"	"2008"	12	120738	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2010"	"2010"	12	117515	Unreliable
	"Middlesex County, NJ"	"34023"	"35-44 years"	"35-44"	"2011"	"2011"	13	116349	Unreliable
	"Middlesex County, NJ"	"34023"	"45-54 years"	"45-54"	"2011"	"2011"	10	121617	Unreliable
	"Monmouth County, NJ"	"34025"	"15-24 years"	"15-24"	"2007"	"2007"	10	77531	Unreliable
	"Monmouth County, NJ"	"34025"	"15-24 years"	"15-24"	"2011"	"2011"	10	78545	Unreliable
	"Monmouth County, NJ"	"34025"	"25-34 years"	"25-34"	"2010"	"2010"	11	64860	Unreliable
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2007"	"2007"	12	97188	Unreliable
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2010"	"2010"	15	86499	Unreliable
	"Monmouth County, NJ"	"34025"	"35-44 years"	"35-44"	"2011"	"2011"	20	83062	24.1
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2010"	"2010"	12	110979	Unreliable
	"Monmouth County, NJ"	"34025"	"45-54 years"	"45-54"	"2011"	"2011"	24	110274	21.8
	"Morris County, NJ"	"34027"	"35-44 years"	"35-44"	"2011"	"2011"	11	69923	Unreliable
	"Passaic County, NJ"	"34031"	"35-44 years"	"35-44"	"2007"	"2007"	11	72724	Unreliable
	"Passaic County, NJ"	"34031"	"45-54 years"	"45-54"	"2008"	"2008"	10	71914	Unreliable
	"Union County, NJ"	"34039"	"45-54 years"	"45-54"	"2010"	"2010"	11	83409	Unreliable
	"Union County, NJ"	"34039"	"45-54 years"	"45-54"	"2011"	"2011"	11	83565	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2008"	"2008"	17	94433	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2009"	"2009"	11	94608	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2010"	"2010"	12	95201	Unreliable
	"Bernalillo County, NM"	"35001"	"15-24 years"	"15-24"	"2011"	"2011"	14	94590	Unreliable
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2007"	"2007"	23	92445	24.9
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2008"	"2008"	37	93717	39.5
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2009"	"2009"	13	94788	Unreliable
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2010"	"2010"	19	96086	Unreliable
	"Bernalillo County, NM"	"35001"	"25-34 years"	"25-34"	"2011"	"2011"	23	98581	23.3
	"Bernalillo County, NM"	"35001"	"35-44 years"	"35-44"	"2007"	"2007"	26	86462	30.1
	"Bernalillo County, NM"	"35001"	"35-44 years"	"35-44"	"2008"	"2008"	38	85082	44.7
	"Bernalillo County, NM"	"35001"	"35-44 years"	"35-44"	"2009"	"2009"	20	84450	23.7
	"Bernalillo County, NM"	"35001"	"35-44 years"	"35-44"	"2010"	"2010"	15	84138	Unreliable
	"Bernalillo County, NM"	"35001"	"35-44 years"	"35-44"	"2011"	"2011"	17	83962	Unreliable
	"Bernalillo County, NM"	"35001"	"45-54 years"	"45-54"	"2007"	"2007"	35	92804	37.7
	"Bernalillo County, NM"	"35001"	"45-54 years"	"45-54"	"2008"	"2008"	48	93878	51.1
	"Bernalillo County, NM"	"35001"	"45-54 years"	"45-54"	"2009"	"2009"	16	94187	Unreliable
	"Bernalillo County, NM"	"35001"	"45-54 years"	"45-54"	"2010"	"2010"	18	94130	Unreliable
	"Bernalillo County, NM"	"35001"	"45-54 years"	"45-54"	"2011"	"2011"	20	93278	21.4
	"Bernalillo County, NM"	"35001"	"55-64 years"	"55-64"	"2007"	"2007"	11	71040	Unreliable
	"Bernalillo County, NM"	"35001"	"55-64 years"	"55-64"	"2008"	"2008"	21	73833	28.4
	"Bernalillo County, NM"	"35001"	"55-64 years"	"55-64"	"2009"	"2009"	12	76790	Unreliable
	"Bernalillo County, NM"	"35001"	"55-64 years"	"55-64"	"2011"	"2011"	19	82867	Unreliable
	"Albany County, NY"	"36001"	"45-54 years"	"45-54"	"2011"	"2011"	10	44313	Unreliable
	"Bronx County, NY"	"36005"	"25-34 years"	"25-34"	"2007"	"2007"	11	198342	Unreliable
	"Bronx County, NY"	"36005"	"25-34 years"	"25-34"	"2008"	"2008"	12	200465	Unreliable
	"Bronx County, NY"	"36005"	"25-34 years"	"25-34"	"2009"	"2009"	12	203016	Unreliable
	"Bronx County, NY"	"36005"	"25-34 years"	"25-34"	"2010"	"2010"	11	203534	Unreliable
	"Bronx County, NY"	"36005"	"25-34 years"	"25-34"	"2011"	"2011"	22	205202	10.7
	"Bronx County, NY"	"36005"	"35-44 years"	"35-44"	"2007"	"2007"	35	195117	17.9
	"Bronx County, NY"	"36005"	"35-44 years"	"35-44"	"2008"	"2008"	22	192036	11.5
	"Bronx County, NY"	"36005"	"35-44 years"	"35-44"	"2009"	"2009"	28	188595	14.8
	"Bronx County, NY"	"36005"	"35-44 years"	"35-44"	"2010"	"2010"	20	187089	10.7
	"Bronx County, NY"	"36005"	"35-44 years"	"35-44"	"2011"	"2011"	26	183143	14.2
	"Bronx County, NY"	"36005"	"45-54 years"	"45-54"	"2007"	"2007"	32	175348	18.2
	"Bronx County, NY"	"36005"	"45-54 years"	"45-54"	"2008"	"2008"	36	179075	20.1
	"Bronx County, NY"	"36005"	"45-54 years"	"45-54"	"2009"	"2009"	23	183321	12.5
	"Bronx County, NY"	"36005"	"45-54 years"	"45-54"	"2010"	"2010"	28	185598	15.1
	"Bronx County, NY"	"36005"	"45-54 years"	"45-54"	"2011"	"2011"	25	186180	13.4
	"Bronx County, NY"	"36005"	"55-64 years"	"55-64"	"2007"	"2007"	18	123979	Unreliable
	"Bronx County, NY"	"36005"	"55-64 years"	"55-64"	"2008"	"2008"	13	126291	Unreliable
	"Bronx County, NY"	"36005"	"55-64 years"	"55-64"	"2009"	"2009"	28	129828	21.6
	"Bronx County, NY"	"36005"	"55-64 years"	"55-64"	"2011"	"2011"	19	137423	Unreliable
	"Dutchess County, NY"	"36027"	"25-34 years"	"25-34"	"2011"	"2011"	10	32114	Unreliable
	"Dutchess County, NY"	"36027"	"35-44 years"	"35-44"	"2010"	"2010"	13	39717	Unreliable
	"Dutchess County, NY"	"36027"	"45-54 years"	"45-54"	"2011"	"2011"	11	50035	Unreliable
	"Erie County, NY"	"36029"	"15-24 years"	"15-24"	"2011"	"2011"	15	133644	Unreliable
	"Erie County, NY"	"36029"	"25-34 years"	"25-34"	"2011"	"2011"	23	111931	20.5
	"Erie County, NY"	"36029"	"35-44 years"	"35-44"	"2008"	"2008"	11	119896	Unreliable
	"Erie County, NY"	"36029"	"35-44 years"	"35-44"	"2010"	"2010"	15	112542	Unreliable
	"Erie County, NY"	"36029"	"35-44 years"	"35-44"	"2011"	"2011"	10	108662	Unreliable
	"Erie County, NY"	"36029"	"45-54 years"	"45-54"	"2007"	"2007"	10	142961	Unreliable
	"Erie County, NY"	"36029"	"45-54 years"	"45-54"	"2008"	"2008"	14	143012	Unreliable
	"Erie County, NY"	"36029"	"45-54 years"	"45-54"	"2011"	"2011"	13	139423	Unreliable
	"Kings County, NY"	"36047"	"15-24 years"	"15-24"	"2011"	"2011"	10	359922	Unreliable
	"Kings County, NY"	"36047"	"25-34 years"	"25-34"	"2007"	"2007"	27	400015	6.7
	"Kings County, NY"	"36047"	"25-34 years"	"25-34"	"2008"	"2008"	28	410078	6.8
	"Kings County, NY"	"36047"	"25-34 years"	"25-34"	"2009"	"2009"	19	420692	Unreliable
	"Kings County, NY"	"36047"	"25-34 years"	"25-34"	"2010"	"2010"	25	425700	5.9
	"Kings County, NY"	"36047"	"25-34 years"	"25-34"	"2011"	"2011"	34	437980	7.8
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2007"	"2007"	35	344119	10.2
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2008"	"2008"	32	342229	9.4
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2009"	"2009"	27	341254	7.9
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2010"	"2010"	31	341545	9.1
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2011"	"2011"	23	344417	6.7
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2007"	"2007"	60	319817	18.8
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2008"	"2008"	52	321797	16.2
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2009"	"2009"	55	324162	17.0
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2010"	"2010"	41	324177	12.6
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2011"	"2011"	43	323283	13.3
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2007"	"2007"	17	245249	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2008"	"2008"	20	252070	7.9
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2009"	"2009"	15	259483	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2010"	"2010"	14	266012	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2011"	"2011"	26	275951	9.4
	"Monroe County, NY"	"36055"	"25-34 years"	"25-34"	"2011"	"2011"	13	94022	Unreliable
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2008"	"2008"	12	98762	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2007"	"2007"	15	112170	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2008"	"2008"	13	112672	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2009"	"2009"	10	112897	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2010"	"2010"	14	112657	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2011"	"2011"	20	111187	18.0
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2007"	"2007"	13	169884	Unreliable
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2008"	"2008"	18	171252	Unreliable
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2009"	"2009"	13	172512	Unreliable
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2010"	"2010"	15	173446	Unreliable
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2011"	"2011"	20	175452	11.4
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2007"	"2007"	16	136291	Unreliable
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2008"	"2008"	16	137908	Unreliable
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2009"	"2009"	20	140526	14.2
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2011"	"2011"	30	145484	20.6
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2007"	"2007"	23	192117	12.0
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2008"	"2008"	24	186169	12.9
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2009"	"2009"	16	180503	Unreliable
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2010"	"2010"	16	177632	Unreliable
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2011"	"2011"	25	173309	14.4
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2007"	"2007"	23	213258	10.8
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2008"	"2008"	26	214988	12.1
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2009"	"2009"	18	216944	Unreliable
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2010"	"2010"	17	217985	Unreliable
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2011"	"2011"	29	216884	13.4
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2007"	"2007"	14	157733	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2008"	"2008"	11	161055	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2009"	"2009"	15	167311	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2010"	"2010"	13	172332	Unreliable
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2007"	"2007"	15	336097	Unreliable
