"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Santa Clara County, CA"	"06085"	"45-54 years"	"45-54"	"2007"	"2007"	23	249062	9.2
	"Santa Clara County, CA"	"06085"	"45-54 years"	"45-54"	"2008"	"2008"	18	254957	Unreliable
	"Santa Clara County, CA"	"06085"	"45-54 years"	"45-54"	"2009"	"2009"	20	260392	7.7
	"Santa Clara County, CA"	"06085"	"45-54 years"	"45-54"	"2010"	"2010"	16	263594	Unreliable
	"Santa Clara County, CA"	"06085"	"45-54 years"	"45-54"	"2011"	"2011"	16	266015	Unreliable
	"Santa Clara County, CA"	"06085"	"55-64 years"	"55-64"	"2007"	"2007"	15	166721	Unreliable
	"Santa Clara County, CA"	"06085"	"55-64 years"	"55-64"	"2011"	"2011"	18	195103	Unreliable
	"Santa Cruz County, CA"	"06087"	"25-34 years"	"25-34"	"2011"	"2011"	10	32838	Unreliable
	"Santa Cruz County, CA"	"06087"	"45-54 years"	"45-54"	"2009"	"2009"	10	38933	Unreliable
	"Santa Cruz County, CA"	"06087"	"55-64 years"	"55-64"	"2011"	"2011"	11	37012	Unreliable
	"Sonoma County, CA"	"06097"	"25-34 years"	"25-34"	"2010"	"2010"	13	61297	Unreliable
	"Sonoma County, CA"	"06097"	"35-44 years"	"35-44"	"2007"	"2007"	11	64135	Unreliable
	"Sonoma County, CA"	"06097"	"45-54 years"	"45-54"	"2007"	"2007"	12	73909	Unreliable
	"Sonoma County, CA"	"06097"	"45-54 years"	"45-54"	"2008"	"2008"	17	73850	Unreliable
	"Sonoma County, CA"	"06097"	"45-54 years"	"45-54"	"2009"	"2009"	14	73701	Unreliable
	"Sonoma County, CA"	"06097"	"55-64 years"	"55-64"	"2008"	"2008"	17	63745	Unreliable
	"Sonoma County, CA"	"06097"	"55-64 years"	"55-64"	"2009"	"2009"	10	66519	Unreliable
	"Stanislaus County, CA"	"06099"	"45-54 years"	"45-54"	"2007"	"2007"	15	67893	Unreliable
	"Stanislaus County, CA"	"06099"	"45-54 years"	"45-54"	"2008"	"2008"	13	68397	Unreliable
	"Stanislaus County, CA"	"06099"	"45-54 years"	"45-54"	"2009"	"2009"	11	69085	Unreliable
	"Tulare County, CA"	"06107"	"35-44 years"	"35-44"	"2009"	"2009"	11	54540	Unreliable
	"Ventura County, CA"	"06111"	"15-24 years"	"15-24"	"2007"	"2007"	10	118279	Unreliable
	"Ventura County, CA"	"06111"	"15-24 years"	"15-24"	"2011"	"2011"	13	121232	Unreliable
	"Ventura County, CA"	"06111"	"25-34 years"	"25-34"	"2007"	"2007"	13	99964	Unreliable
	"Ventura County, CA"	"06111"	"25-34 years"	"25-34"	"2008"	"2008"	13	101234	Unreliable
	"Ventura County, CA"	"06111"	"25-34 years"	"25-34"	"2009"	"2009"	13	103473	Unreliable
	"Ventura County, CA"	"06111"	"25-34 years"	"25-34"	"2010"	"2010"	16	105460	Unreliable
	"Ventura County, CA"	"06111"	"25-34 years"	"25-34"	"2011"	"2011"	20	107419	18.6
	"Ventura County, CA"	"06111"	"35-44 years"	"35-44"	"2007"	"2007"	10	116812	Unreliable
	"Ventura County, CA"	"06111"	"35-44 years"	"35-44"	"2009"	"2009"	14	112185	Unreliable
	"Ventura County, CA"	"06111"	"35-44 years"	"35-44"	"2011"	"2011"	17	109679	Unreliable
	"Ventura County, CA"	"06111"	"45-54 years"	"45-54"	"2007"	"2007"	21	120296	17.5
	"Ventura County, CA"	"06111"	"45-54 years"	"45-54"	"2008"	"2008"	12	121571	Unreliable
	"Ventura County, CA"	"06111"	"45-54 years"	"45-54"	"2009"	"2009"	15	122758	Unreliable
	"Ventura County, CA"	"06111"	"45-54 years"	"45-54"	"2010"	"2010"	21	123704	17.0
	"Ventura County, CA"	"06111"	"45-54 years"	"45-54"	"2011"	"2011"	21	123215	17.0
	"Adams County, CO"	"08001"	"25-34 years"	"25-34"	"2011"	"2011"	17	73032	Unreliable
	"Adams County, CO"	"08001"	"45-54 years"	"45-54"	"2007"	"2007"	13	55037	Unreliable
	"Adams County, CO"	"08001"	"45-54 years"	"45-54"	"2008"	"2008"	14	56602	Unreliable
	"Adams County, CO"	"08001"	"45-54 years"	"45-54"	"2009"	"2009"	10	57865	Unreliable
	"Adams County, CO"	"08001"	"55-64 years"	"55-64"	"2011"	"2011"	11	44484	Unreliable
	"Arapahoe County, CO"	"08005"	"45-54 years"	"45-54"	"2008"	"2008"	15	84405	Unreliable
	"Denver County, CO"	"08031"	"25-34 years"	"25-34"	"2007"	"2007"	11	111222	Unreliable
	"Denver County, CO"	"08031"	"25-34 years"	"25-34"	"2008"	"2008"	17	115023	Unreliable
	"Denver County, CO"	"08031"	"25-34 years"	"25-34"	"2009"	"2009"	29	119354	24.3
	"Denver County, CO"	"08031"	"25-34 years"	"25-34"	"2011"	"2011"	14	130306	Unreliable
	"Denver County, CO"	"08031"	"35-44 years"	"35-44"	"2007"	"2007"	29	85055	34.1
	"Denver County, CO"	"08031"	"35-44 years"	"35-44"	"2008"	"2008"	32	86310	37.1
	"Denver County, CO"	"08031"	"35-44 years"	"35-44"	"2009"	"2009"	24	88203	27.2
	"Denver County, CO"	"08031"	"35-44 years"	"35-44"	"2010"	"2010"	17	89763	Unreliable
	"Denver County, CO"	"08031"	"35-44 years"	"35-44"	"2011"	"2011"	23	92813	24.8
	"Denver County, CO"	"08031"	"45-54 years"	"45-54"	"2007"	"2007"	36	71570	50.3
	"Denver County, CO"	"08031"	"45-54 years"	"45-54"	"2008"	"2008"	38	71805	52.9
	"Denver County, CO"	"08031"	"45-54 years"	"45-54"	"2009"	"2009"	37	72109	51.3
	"Denver County, CO"	"08031"	"45-54 years"	"45-54"	"2010"	"2010"	33	72476	45.5
	"Denver County, CO"	"08031"	"45-54 years"	"45-54"	"2011"	"2011"	25	73193	34.2
	"Denver County, CO"	"08031"	"55-64 years"	"55-64"	"2007"	"2007"	14	55714	Unreliable
	"Denver County, CO"	"08031"	"55-64 years"	"55-64"	"2008"	"2008"	16	57705	Unreliable
	"Denver County, CO"	"08031"	"55-64 years"	"55-64"	"2009"	"2009"	20	60007	33.3
	"Denver County, CO"	"08031"	"55-64 years"	"55-64"	"2011"	"2011"	19	64864	Unreliable
	"Jefferson County, CO"	"08059"	"25-34 years"	"25-34"	"2008"	"2008"	10	64324	Unreliable
	"Jefferson County, CO"	"08059"	"25-34 years"	"25-34"	"2009"	"2009"	11	65225	Unreliable
	"Jefferson County, CO"	"08059"	"25-34 years"	"25-34"	"2011"	"2011"	17	67494	Unreliable
	"Jefferson County, CO"	"08059"	"45-54 years"	"45-54"	"2007"	"2007"	12	91276	Unreliable
	"Jefferson County, CO"	"08059"	"45-54 years"	"45-54"	"2010"	"2010"	11	91184	Unreliable
	"Jefferson County, CO"	"08059"	"45-54 years"	"45-54"	"2011"	"2011"	11	89353	Unreliable
	"Fairfield County, CT"	"09001"	"25-34 years"	"25-34"	"2007"	"2007"	11	100631	Unreliable
	"Fairfield County, CT"	"09001"	"25-34 years"	"25-34"	"2008"	"2008"	11	102309	Unreliable
	"Fairfield County, CT"	"09001"	"25-34 years"	"25-34"	"2009"	"2009"	12	104109	Unreliable
	"Fairfield County, CT"	"09001"	"25-34 years"	"25-34"	"2010"	"2010"	11	106063	Unreliable
	"Fairfield County, CT"	"09001"	"35-44 years"	"35-44"	"2007"	"2007"	13	140687	Unreliable
	"Fairfield County, CT"	"09001"	"35-44 years"	"35-44"	"2008"	"2008"	14	137877	Unreliable
	"Fairfield County, CT"	"09001"	"45-54 years"	"45-54"	"2007"	"2007"	11	142327	Unreliable
	"Fairfield County, CT"	"09001"	"45-54 years"	"45-54"	"2008"	"2008"	15	144955	Unreliable
	"Fairfield County, CT"	"09001"	"45-54 years"	"45-54"	"2010"	"2010"	10	149286	Unreliable
	"Hartford County, CT"	"09003"	"15-24 years"	"15-24"	"2007"	"2007"	10	116207	Unreliable
	"Hartford County, CT"	"09003"	"25-34 years"	"25-34"	"2007"	"2007"	14	104403	Unreliable
	"Hartford County, CT"	"09003"	"25-34 years"	"25-34"	"2011"	"2011"	10	111945	Unreliable
	"Hartford County, CT"	"09003"	"35-44 years"	"35-44"	"2007"	"2007"	18	128468	Unreliable
	"Hartford County, CT"	"09003"	"35-44 years"	"35-44"	"2008"	"2008"	16	125417	Unreliable
	"Hartford County, CT"	"09003"	"35-44 years"	"35-44"	"2009"	"2009"	16	121594	Unreliable
	"Hartford County, CT"	"09003"	"35-44 years"	"35-44"	"2010"	"2010"	16	118796	Unreliable
	"Hartford County, CT"	"09003"	"35-44 years"	"35-44"	"2011"	"2011"	12	115139	Unreliable
	"Hartford County, CT"	"09003"	"45-54 years"	"45-54"	"2007"	"2007"	17	138484	Unreliable
	"Hartford County, CT"	"09003"	"45-54 years"	"45-54"	"2008"	"2008"	14	139457	Unreliable
	"Hartford County, CT"	"09003"	"45-54 years"	"45-54"	"2009"	"2009"	15	140577	Unreliable
	"Hartford County, CT"	"09003"	"45-54 years"	"45-54"	"2010"	"2010"	13	141254	Unreliable
	"New Haven County, CT"	"09009"	"15-24 years"	"15-24"	"2007"	"2007"	15	119543	Unreliable
	"New Haven County, CT"	"09009"	"15-24 years"	"15-24"	"2010"	"2010"	10	121887	Unreliable
	"New Haven County, CT"	"09009"	"15-24 years"	"15-24"	"2011"	"2011"	10	120606	Unreliable
	"New Haven County, CT"	"09009"	"25-34 years"	"25-34"	"2008"	"2008"	16	105895	Unreliable
	"New Haven County, CT"	"09009"	"25-34 years"	"25-34"	"2009"	"2009"	13	107075	Unreliable
	"New Haven County, CT"	"09009"	"25-34 years"	"25-34"	"2011"	"2011"	16	109769	Unreliable
	"New Haven County, CT"	"09009"	"35-44 years"	"35-44"	"2007"	"2007"	21	124056	16.9
	"New Haven County, CT"	"09009"	"35-44 years"	"35-44"	"2008"	"2008"	12	120596	Unreliable
	"New Haven County, CT"	"09009"	"35-44 years"	"35-44"	"2009"	"2009"	16	116612	Unreliable
	"New Haven County, CT"	"09009"	"35-44 years"	"35-44"	"2010"	"2010"	17	114007	Unreliable
	"New Haven County, CT"	"09009"	"35-44 years"	"35-44"	"2011"	"2011"	15	110213	Unreliable
	"New Haven County, CT"	"09009"	"45-54 years"	"45-54"	"2007"	"2007"	21	129735	16.2
	"New Haven County, CT"	"09009"	"45-54 years"	"45-54"	"2008"	"2008"	23	131008	17.6
	"New Haven County, CT"	"09009"	"45-54 years"	"45-54"	"2009"	"2009"	11	132241	Unreliable
	"New Haven County, CT"	"09009"	"45-54 years"	"45-54"	"2010"	"2010"	22	132623	16.6
	"New Haven County, CT"	"09009"	"45-54 years"	"45-54"	"2011"	"2011"	15	131570	Unreliable
	"New Haven County, CT"	"09009"	"55-64 years"	"55-64"	"2010"	"2010"	10	105318	Unreliable
	"Kent County, DE"	"10001"	"45-54 years"	"45-54"	"2011"	"2011"	10	23358	Unreliable
	"New Castle County, DE"	"10003"	"25-34 years"	"25-34"	"2008"	"2008"	11	70358	Unreliable
	"New Castle County, DE"	"10003"	"25-34 years"	"25-34"	"2009"	"2009"	11	70762	Unreliable
	"New Castle County, DE"	"10003"	"25-34 years"	"25-34"	"2010"	"2010"	18	70744	Unreliable
	"New Castle County, DE"	"10003"	"25-34 years"	"25-34"	"2011"	"2011"	20	72476	27.6
	"New Castle County, DE"	"10003"	"35-44 years"	"35-44"	"2009"	"2009"	13	74678	Unreliable
	"New Castle County, DE"	"10003"	"35-44 years"	"35-44"	"2010"	"2010"	18	73298	Unreliable
	"New Castle County, DE"	"10003"	"45-54 years"	"45-54"	"2009"	"2009"	16	81789	Unreliable
	"New Castle County, DE"	"10003"	"45-54 years"	"45-54"	"2010"	"2010"	17	81987	Unreliable
	"New Castle County, DE"	"10003"	"45-54 years"	"45-54"	"2011"	"2011"	16	81513	Unreliable
	"Sussex County, DE"	"10005"	"45-54 years"	"45-54"	"2010"	"2010"	10	28390	Unreliable
	"District of Columbia, DC"	"11001"	"35-44 years"	"35-44"	"2010"	"2010"	10	80659	Unreliable
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2007"	"2007"	13	74489	Unreliable
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2008"	"2008"	18	74908	Unreliable
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2010"	"2010"	15	75703	Unreliable
	"District of Columbia, DC"	"11001"	"45-54 years"	"45-54"	"2011"	"2011"	19	75830	Unreliable
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2008"	"2008"	10	61624	Unreliable
	"District of Columbia, DC"	"11001"	"55-64 years"	"55-64"	"2011"	"2011"	19	66752	Unreliable
	"Bay County, FL"	"12005"	"25-34 years"	"25-34"	"2008"	"2008"	10	21393	Unreliable
	"Bay County, FL"	"12005"	"35-44 years"	"35-44"	"2010"	"2010"	10	21581	Unreliable
	"Brevard County, FL"	"12009"	"45-54 years"	"45-54"	"2009"	"2009"	11	90331	Unreliable
	"Brevard County, FL"	"12009"	"45-54 years"	"45-54"	"2011"	"2011"	13	89003	Unreliable
	"Broward County, FL"	"12011"	"15-24 years"	"15-24"	"2007"	"2007"	22	215950	10.2
	"Broward County, FL"	"12011"	"15-24 years"	"15-24"	"2008"	"2008"	11	217265	Unreliable
	"Broward County, FL"	"12011"	"15-24 years"	"15-24"	"2011"	"2011"	10	222908	Unreliable
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2007"	"2007"	30	220750	13.6
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2008"	"2008"	23	219731	10.5
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2009"	"2009"	24	222216	10.8
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2010"	"2010"	24	224479	10.7
	"Broward County, FL"	"12011"	"25-34 years"	"25-34"	"2011"	"2011"	22	233831	9.4
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2007"	"2007"	37	268507	13.8
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2008"	"2008"	49	261090	18.8
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2009"	"2009"	24	254302	9.4
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2010"	"2010"	34	251425	13.5
	"Broward County, FL"	"12011"	"35-44 years"	"35-44"	"2011"	"2011"	29	249284	11.6
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2007"	"2007"	35	264812	13.2
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2008"	"2008"	60	268543	22.3
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2009"	"2009"	57	273943	20.8
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2010"	"2010"	42	277040	15.2
	"Broward County, FL"	"12011"	"45-54 years"	"45-54"	"2011"	"2011"	42	280432	15.0
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2007"	"2007"	13	187892	Unreliable
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2008"	"2008"	20	193212	10.4
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2009"	"2009"	13	199846	Unreliable
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2010"	"2010"	24	207181	11.6
	"Broward County, FL"	"12011"	"55-64 years"	"55-64"	"2011"	"2011"	25	217642	11.5
	"Collier County, FL"	"12021"	"25-34 years"	"25-34"	"2010"	"2010"	13	32550	Unreliable
	"Collier County, FL"	"12021"	"45-54 years"	"45-54"	"2009"	"2009"	10	40430	Unreliable
	"Collier County, FL"	"12021"	"45-54 years"	"45-54"	"2010"	"2010"	12	40829	Unreliable
	"Collier County, FL"	"12021"	"45-54 years"	"45-54"	"2011"	"2011"	14	41119	Unreliable
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2007"	"2007"	11	125487	Unreliable
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2009"	"2009"	12	127778	Unreliable
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2010"	"2010"	16	128855	Unreliable
	"Duval County, FL"	"12031"	"25-34 years"	"25-34"	"2011"	"2011"	24	132035	18.2
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2007"	"2007"	14	123981	Unreliable
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2008"	"2008"	12	121170	Unreliable
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2009"	"2009"	18	118407	Unreliable
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2010"	"2010"	12	116948	Unreliable
	"Duval County, FL"	"12031"	"35-44 years"	"35-44"	"2011"	"2011"	13	114892	Unreliable
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2007"	"2007"	12	124834	Unreliable
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2008"	"2008"	12	126865	Unreliable
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2009"	"2009"	22	127899	17.2
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2010"	"2010"	18	128368	Unreliable
	"Duval County, FL"	"12031"	"45-54 years"	"45-54"	"2011"	"2011"	28	126748	22.1
	"Duval County, FL"	"12031"	"55-64 years"	"55-64"	"2010"	"2010"	11	99765	Unreliable
	"Duval County, FL"	"12031"	"55-64 years"	"55-64"	"2011"	"2011"	10	104495	Unreliable
	"Escambia County, FL"	"12033"	"25-34 years"	"25-34"	"2011"	"2011"	10	38969	Unreliable
	"Escambia County, FL"	"12033"	"35-44 years"	"35-44"	"2007"	"2007"	11	37218	Unreliable
	"Hernando County, FL"	"12053"	"45-54 years"	"45-54"	"2010"	"2010"	11	23713	Unreliable
	"Hillsborough County, FL"	"12057"	"15-24 years"	"15-24"	"2007"	"2007"	22	172816	12.7
	"Hillsborough County, FL"	"12057"	"15-24 years"	"15-24"	"2008"	"2008"	19	175101	Unreliable
	"Hillsborough County, FL"	"12057"	"15-24 years"	"15-24"	"2009"	"2009"	21	178221	11.8
	"Hillsborough County, FL"	"12057"	"15-24 years"	"15-24"	"2010"	"2010"	23	180020	12.8
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2007"	"2007"	47	169275	27.8
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2008"	"2008"	50	169480	29.5
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2009"	"2009"	63	171573	36.7
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2010"	"2010"	43	173877	24.7
	"Hillsborough County, FL"	"12057"	"25-34 years"	"25-34"	"2011"	"2011"	51	182234	28.0
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2007"	"2007"	44	178730	24.6
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2008"	"2008"	33	176643	18.7
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2009"	"2009"	44	174726	25.2
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2010"	"2010"	54	174342	31.0
	"Hillsborough County, FL"	"12057"	"35-44 years"	"35-44"	"2011"	"2011"	47	176152	26.7
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2007"	"2007"	51	167852	30.4
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2008"	"2008"	61	171104	35.7
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2009"	"2009"	66	175268	37.7
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2010"	"2010"	53	178058	29.8
	"Hillsborough County, FL"	"12057"	"45-54 years"	"45-54"	"2011"	"2011"	59	184224	32.0
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2007"	"2007"	16	121490	Unreliable
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2008"	"2008"	23	125419	18.3
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2009"	"2009"	27	130199	20.7
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2010"	"2010"	34	134661	25.2
	"Hillsborough County, FL"	"12057"	"55-64 years"	"55-64"	"2011"	"2011"	30	148055	20.3
	"Lee County, FL"	"12071"	"15-24 years"	"15-24"	"2007"	"2007"	13	67264	Unreliable
	"Lee County, FL"	"12071"	"15-24 years"	"15-24"	"2010"	"2010"	12	68154	Unreliable
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2007"	"2007"	18	67330	Unreliable
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2008"	"2008"	11	67223	Unreliable
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2009"	"2009"	14	65898	Unreliable
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2010"	"2010"	22	65878	33.4
	"Lee County, FL"	"12071"	"25-34 years"	"25-34"	"2011"	"2011"	16	66566	Unreliable
	"Lee County, FL"	"12071"	"35-44 years"	"35-44"	"2008"	"2008"	12	74194	Unreliable
	"Lee County, FL"	"12071"	"35-44 years"	"35-44"	"2009"	"2009"	23	71726	32.1
	"Lee County, FL"	"12071"	"35-44 years"	"35-44"	"2010"	"2010"	13	70476	Unreliable
	"Lee County, FL"	"12071"	"35-44 years"	"35-44"	"2011"	"2011"	15	69948	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2007"	"2007"	15	79495	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2008"	"2008"	24	80360	29.9
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2009"	"2009"	19	80945	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2010"	"2010"	16	81757	Unreliable
	"Lee County, FL"	"12071"	"45-54 years"	"45-54"	"2011"	"2011"	18	82016	Unreliable
	"Lee County, FL"	"12071"	"55-64 years"	"55-64"	"2010"	"2010"	10	87192	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2008"	"2008"	13	32146	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2009"	"2009"	10	32400	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2010"	"2010"	18	32753	Unreliable
	"Manatee County, FL"	"12081"	"25-34 years"	"25-34"	"2011"	"2011"	20	33440	59.8
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2007"	"2007"	10	39239	Unreliable
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2009"	"2009"	13	37478	Unreliable
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2010"	"2010"	15	36727	Unreliable
	"Manatee County, FL"	"12081"	"35-44 years"	"35-44"	"2011"	"2011"	10	36253	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2007"	"2007"	10	43205	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2009"	"2009"	10	43745	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2010"	"2010"	15	44048	Unreliable
	"Manatee County, FL"	"12081"	"45-54 years"	"45-54"	"2011"	"2011"	14	43753	Unreliable
	"Manatee County, FL"	"12081"	"55-64 years"	"55-64"	"2010"	"2010"	13	45080	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2007"	"2007"	16	331752	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2008"	"2008"	14	332136	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2009"	"2009"	19	335408	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2010"	"2010"	15	340467	Unreliable
	"Miami-Dade County, FL"	"12086"	"25-34 years"	"25-34"	"2011"	"2011"	12	351085	Unreliable
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2007"	"2007"	18	374295	Unreliable
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2008"	"2008"	28	373098	7.5
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2009"	"2009"	20	371888	5.4
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2010"	"2010"	12	372397	Unreliable
	"Miami-Dade County, FL"	"12086"	"35-44 years"	"35-44"	"2011"	"2011"	15	374306	Unreliable
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2007"	"2007"	25	340294	7.3
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2008"	"2008"	17	349247	Unreliable
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2009"	"2009"	22	358761	6.1
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2010"	"2010"	14	366617	Unreliable
	"Miami-Dade County, FL"	"12086"	"45-54 years"	"45-54"	"2011"	"2011"	22	379454	5.8
	"Miami-Dade County, FL"	"12086"	"55-64 years"	"55-64"	"2009"	"2009"	17	264414	Unreliable
	"Orange County, FL"	"12095"	"15-24 years"	"15-24"	"2008"	"2008"	11	187542	Unreliable
	"Orange County, FL"	"12095"	"15-24 years"	"15-24"	"2009"	"2009"	11	191571	Unreliable
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2007"	"2007"	20	174568	11.5
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2008"	"2008"	24	175293	13.7
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2009"	"2009"	30	176409	17.0
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2010"	"2010"	36	177117	20.3
	"Orange County, FL"	"12095"	"25-34 years"	"25-34"	"2011"	"2011"	27	183376	14.7
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2007"	"2007"	17	168361	Unreliable
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2008"	"2008"	20	166214	12.0
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2009"	"2009"	26	164909	15.8
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2010"	"2010"	25	164468	15.2
	"Orange County, FL"	"12095"	"35-44 years"	"35-44"	"2011"	"2011"	33	165652	19.9
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2007"	"2007"	29	151998	19.1
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2008"	"2008"	19	155790	Unreliable
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2009"	"2009"	28	159325	17.6
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2010"	"2010"	31	162059	19.1
	"Orange County, FL"	"12095"	"45-54 years"	"45-54"	"2011"	"2011"	30	163890	18.3
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2007"	"2007"	10	100541	Unreliable
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2008"	"2008"	10	104504	Unreliable
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2010"	"2010"	18	114291	Unreliable
	"Orange County, FL"	"12095"	"55-64 years"	"55-64"	"2011"	"2011"	21	120745	17.4
