"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Erie County, PA"	"42049"	"25-34 years"	"25-34"	"2013"	"2013"	13	35409	Unreliable
	"Erie County, PA"	"42049"	"25-34 years"	"25-34"	"2015"	"2015"	12	36648	Unreliable
	"Erie County, PA"	"42049"	"25-34 years"	"25-34"	"2016"	"2016"	15	36671	Unreliable
	"Erie County, PA"	"42049"	"25-34 years"	"25-34"	"2017"	"2017"	12	36123	Unreliable
	"Erie County, PA"	"42049"	"35-44 years"	"35-44"	"2017"	"2017"	12	30544	Unreliable
	"Fayette County, PA"	"42051"	"25-34 years"	"25-34"	"2016"	"2016"	10	15596	Unreliable
	"Fayette County, PA"	"42051"	"35-44 years"	"35-44"	"2014"	"2014"	12	16097	Unreliable
	"Fayette County, PA"	"42051"	"35-44 years"	"35-44"	"2016"	"2016"	16	15243	Unreliable
	"Fayette County, PA"	"42051"	"45-54 years"	"45-54"	"2014"	"2014"	10	19288	Unreliable
	"Fayette County, PA"	"42051"	"45-54 years"	"45-54"	"2015"	"2015"	14	18985	Unreliable
	"Fayette County, PA"	"42051"	"45-54 years"	"45-54"	"2016"	"2016"	17	18588	Unreliable
	"Lackawanna County, PA"	"42069"	"25-34 years"	"25-34"	"2012"	"2012"	11	25198	Unreliable
	"Lackawanna County, PA"	"42069"	"25-34 years"	"25-34"	"2015"	"2015"	12	26424	Unreliable
	"Lackawanna County, PA"	"42069"	"25-34 years"	"25-34"	"2017"	"2017"	12	26370	Unreliable
	"Lackawanna County, PA"	"42069"	"35-44 years"	"35-44"	"2012"	"2012"	13	25098	Unreliable
	"Lackawanna County, PA"	"42069"	"35-44 years"	"35-44"	"2016"	"2016"	15	23476	Unreliable
	"Lackawanna County, PA"	"42069"	"45-54 years"	"45-54"	"2013"	"2013"	11	30181	Unreliable
	"Lackawanna County, PA"	"42069"	"45-54 years"	"45-54"	"2015"	"2015"	10	29019	Unreliable
	"Lackawanna County, PA"	"42069"	"45-54 years"	"45-54"	"2016"	"2016"	10	28407	Unreliable
	"Lackawanna County, PA"	"42069"	"45-54 years"	"45-54"	"2017"	"2017"	10	27969	Unreliable
	"Lawrence County, PA"	"42073"	"25-34 years"	"25-34"	"2015"	"2015"	10	9209	Unreliable
	"Lehigh County, PA"	"42077"	"35-44 years"	"35-44"	"2017"	"2017"	10	45281	Unreliable
	"Monroe County, PA"	"42089"	"45-54 years"	"45-54"	"2013"	"2013"	13	28108	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2012"	"2012"	12	95960	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2013"	"2013"	11	96679	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2014"	"2014"	14	97831	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2015"	"2015"	11	98201	Unreliable
	"Montgomery County, PA"	"42091"	"15-24 years"	"15-24"	"2016"	"2016"	20	98761	20.3
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2012"	"2012"	23	100242	22.9
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2013"	"2013"	21	100900	20.8
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2014"	"2014"	22	101813	21.6
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2015"	"2015"	25	101993	24.5
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2016"	"2016"	46	101711	45.2
	"Montgomery County, PA"	"42091"	"25-34 years"	"25-34"	"2017"	"2017"	30	103193	29.1
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2012"	"2012"	11	105131	Unreliable
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2013"	"2013"	18	103654	Unreliable
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2014"	"2014"	17	102674	Unreliable
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2015"	"2015"	19	101837	Unreliable
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2016"	"2016"	26	101261	25.7
	"Montgomery County, PA"	"42091"	"35-44 years"	"35-44"	"2017"	"2017"	31	102254	30.3
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2012"	"2012"	19	125658	Unreliable
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2013"	"2013"	24	123393	19.5
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2014"	"2014"	23	121877	18.9
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2015"	"2015"	20	119916	16.7
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2016"	"2016"	29	117179	24.7
	"Montgomery County, PA"	"42091"	"45-54 years"	"45-54"	"2017"	"2017"	16	115142	Unreliable
	"Montgomery County, PA"	"42091"	"55-64 years"	"55-64"	"2012"	"2012"	10	106542	Unreliable
	"Montgomery County, PA"	"42091"	"55-64 years"	"55-64"	"2013"	"2013"	14	108926	Unreliable
	"Montgomery County, PA"	"42091"	"55-64 years"	"55-64"	"2014"	"2014"	14	111423	Unreliable
	"Montgomery County, PA"	"42091"	"55-64 years"	"55-64"	"2016"	"2016"	21	115245	18.2
	"Montgomery County, PA"	"42091"	"55-64 years"	"55-64"	"2017"	"2017"	14	116770	Unreliable
	"Northampton County, PA"	"42095"	"25-34 years"	"25-34"	"2015"	"2015"	11	34806	Unreliable
	"Northampton County, PA"	"42095"	"25-34 years"	"25-34"	"2016"	"2016"	29	35412	81.9
	"Northampton County, PA"	"42095"	"25-34 years"	"25-34"	"2017"	"2017"	12	36093	Unreliable
	"Northampton County, PA"	"42095"	"35-44 years"	"35-44"	"2015"	"2015"	12	35410	Unreliable
	"Northampton County, PA"	"42095"	"35-44 years"	"35-44"	"2017"	"2017"	22	34911	63.0
	"Northampton County, PA"	"42095"	"45-54 years"	"45-54"	"2017"	"2017"	12	41674	Unreliable
	"Northampton County, PA"	"42095"	"55-64 years"	"55-64"	"2017"	"2017"	10	43332	Unreliable
	"Philadelphia County, PA"	"42101"	"25-34 years"	"25-34"	"2014"	"2014"	10	283087	Unreliable
	"Philadelphia County, PA"	"42101"	"35-44 years"	"35-44"	"2017"	"2017"	10	195392	Unreliable
	"Washington County, PA"	"42125"	"25-34 years"	"25-34"	"2013"	"2013"	13	21901	Unreliable
	"Washington County, PA"	"42125"	"25-34 years"	"25-34"	"2015"	"2015"	14	22806	Unreliable
	"Washington County, PA"	"42125"	"25-34 years"	"25-34"	"2016"	"2016"	22	23055	95.4
	"Washington County, PA"	"42125"	"25-34 years"	"25-34"	"2017"	"2017"	15	23103	Unreliable
	"Washington County, PA"	"42125"	"35-44 years"	"35-44"	"2012"	"2012"	12	25024	Unreliable
	"Washington County, PA"	"42125"	"35-44 years"	"35-44"	"2015"	"2015"	12	24138	Unreliable
	"Washington County, PA"	"42125"	"35-44 years"	"35-44"	"2016"	"2016"	23	23752	96.8
	"Washington County, PA"	"42125"	"35-44 years"	"35-44"	"2017"	"2017"	16	23608	Unreliable
	"Washington County, PA"	"42125"	"45-54 years"	"45-54"	"2015"	"2015"	12	29915	Unreliable
	"Washington County, PA"	"42125"	"45-54 years"	"45-54"	"2016"	"2016"	11	29165	Unreliable
	"Washington County, PA"	"42125"	"45-54 years"	"45-54"	"2017"	"2017"	10	28622	Unreliable
	"Westmoreland County, PA"	"42129"	"25-34 years"	"25-34"	"2016"	"2016"	10	36985	Unreliable
	"York County, PA"	"42133"	"15-24 years"	"15-24"	"2014"	"2014"	11	54388	Unreliable
	"York County, PA"	"42133"	"15-24 years"	"15-24"	"2015"	"2015"	11	54167	Unreliable
	"York County, PA"	"42133"	"15-24 years"	"15-24"	"2017"	"2017"	10	53845	Unreliable
	"York County, PA"	"42133"	"25-34 years"	"25-34"	"2014"	"2014"	13	53050	Unreliable
	"York County, PA"	"42133"	"25-34 years"	"25-34"	"2015"	"2015"	18	54020	Unreliable
	"York County, PA"	"42133"	"25-34 years"	"25-34"	"2016"	"2016"	11	54635	Unreliable
	"York County, PA"	"42133"	"25-34 years"	"25-34"	"2017"	"2017"	14	55065	Unreliable
	"York County, PA"	"42133"	"35-44 years"	"35-44"	"2014"	"2014"	13	55268	Unreliable
	"York County, PA"	"42133"	"35-44 years"	"35-44"	"2015"	"2015"	12	54174	Unreliable
	"York County, PA"	"42133"	"35-44 years"	"35-44"	"2017"	"2017"	13	53389	Unreliable
	"Kent County, RI"	"44003"	"25-34 years"	"25-34"	"2012"	"2012"	10	19679	Unreliable
	"Kent County, RI"	"44003"	"35-44 years"	"35-44"	"2013"	"2013"	10	20824	Unreliable
	"Kent County, RI"	"44003"	"45-54 years"	"45-54"	"2012"	"2012"	13	27330	Unreliable
	"Kent County, RI"	"44003"	"45-54 years"	"45-54"	"2013"	"2013"	10	26588	Unreliable
	"Providence County, RI"	"44007"	"15-24 years"	"15-24"	"2015"	"2015"	15	93913	Unreliable
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2012"	"2012"	13	87177	Unreliable
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2013"	"2013"	22	90053	24.4
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2014"	"2014"	24	92704	25.9
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2015"	"2015"	33	94603	34.9
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2016"	"2016"	24	95365	25.2
	"Providence County, RI"	"44007"	"25-34 years"	"25-34"	"2017"	"2017"	13	96927	Unreliable
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2012"	"2012"	21	78691	26.7
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2013"	"2013"	25	77705	32.2
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2014"	"2014"	29	77503	37.4
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2015"	"2015"	18	77377	Unreliable
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2016"	"2016"	21	76852	27.3
	"Providence County, RI"	"44007"	"35-44 years"	"35-44"	"2017"	"2017"	14	77382	Unreliable
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2012"	"2012"	26	89622	29.0
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2013"	"2013"	38	88874	42.8
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2014"	"2014"	25	87749	28.5
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2015"	"2015"	30	86497	34.7
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2016"	"2016"	34	85036	40.0
	"Providence County, RI"	"44007"	"45-54 years"	"45-54"	"2017"	"2017"	28	83661	33.5
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2012"	"2012"	16	74740	Unreliable
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2013"	"2013"	12	76755	Unreliable
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2014"	"2014"	16	78416	Unreliable
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2015"	"2015"	37	80164	46.2
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2016"	"2016"	23	81382	28.3
	"Providence County, RI"	"44007"	"55-64 years"	"55-64"	"2017"	"2017"	22	82618	26.6
	"Washington County, RI"	"44009"	"25-34 years"	"25-34"	"2014"	"2014"	10	10964	Unreliable
	"Aiken County, SC"	"45003"	"45-54 years"	"45-54"	"2015"	"2015"	12	22184	Unreliable
	"Anderson County, SC"	"45007"	"45-54 years"	"45-54"	"2014"	"2014"	16	26866	Unreliable
	"Anderson County, SC"	"45007"	"45-54 years"	"45-54"	"2015"	"2015"	10	26855	Unreliable
	"Berkeley County, SC"	"45015"	"35-44 years"	"35-44"	"2016"	"2016"	11	27693	Unreliable
	"Charleston County, SC"	"45019"	"25-34 years"	"25-34"	"2015"	"2015"	16	67992	Unreliable
	"Charleston County, SC"	"45019"	"25-34 years"	"25-34"	"2016"	"2016"	10	69054	Unreliable
	"Charleston County, SC"	"45019"	"25-34 years"	"25-34"	"2017"	"2017"	17	68957	Unreliable
	"Charleston County, SC"	"45019"	"35-44 years"	"35-44"	"2014"	"2014"	11	47007	Unreliable
	"Charleston County, SC"	"45019"	"35-44 years"	"35-44"	"2016"	"2016"	13	49872	Unreliable
	"Charleston County, SC"	"45019"	"35-44 years"	"35-44"	"2017"	"2017"	12	51514	Unreliable
	"Charleston County, SC"	"45019"	"45-54 years"	"45-54"	"2015"	"2015"	10	49281	Unreliable
	"Charleston County, SC"	"45019"	"45-54 years"	"45-54"	"2016"	"2016"	12	49823	Unreliable
	"Charleston County, SC"	"45019"	"55-64 years"	"55-64"	"2016"	"2016"	10	51859	Unreliable
	"Charleston County, SC"	"45019"	"55-64 years"	"55-64"	"2017"	"2017"	10	52639	Unreliable
	"Greenville County, SC"	"45045"	"25-34 years"	"25-34"	"2016"	"2016"	14	68674	Unreliable
	"Greenville County, SC"	"45045"	"25-34 years"	"25-34"	"2017"	"2017"	16	70662	Unreliable
	"Greenville County, SC"	"45045"	"35-44 years"	"35-44"	"2012"	"2012"	15	63246	Unreliable
	"Greenville County, SC"	"45045"	"35-44 years"	"35-44"	"2014"	"2014"	12	63906	Unreliable
	"Greenville County, SC"	"45045"	"35-44 years"	"35-44"	"2015"	"2015"	14	64382	Unreliable
	"Greenville County, SC"	"45045"	"35-44 years"	"35-44"	"2016"	"2016"	11	64392	Unreliable
	"Greenville County, SC"	"45045"	"35-44 years"	"35-44"	"2017"	"2017"	13	64798	Unreliable
	"Greenville County, SC"	"45045"	"45-54 years"	"45-54"	"2013"	"2013"	14	65765	Unreliable
	"Greenville County, SC"	"45045"	"45-54 years"	"45-54"	"2015"	"2015"	18	66929	Unreliable
	"Greenville County, SC"	"45045"	"45-54 years"	"45-54"	"2017"	"2017"	11	67590	Unreliable
	"Greenville County, SC"	"45045"	"55-64 years"	"55-64"	"2014"	"2014"	17	59426	Unreliable
	"Horry County, SC"	"45051"	"25-34 years"	"25-34"	"2016"	"2016"	22	39116	56.2
	"Horry County, SC"	"45051"	"25-34 years"	"25-34"	"2017"	"2017"	12	39701	Unreliable
	"Horry County, SC"	"45051"	"35-44 years"	"35-44"	"2014"	"2014"	11	35067	Unreliable
	"Horry County, SC"	"45051"	"35-44 years"	"35-44"	"2015"	"2015"	11	35792	Unreliable
	"Horry County, SC"	"45051"	"35-44 years"	"35-44"	"2016"	"2016"	21	36667	57.3
	"Horry County, SC"	"45051"	"35-44 years"	"35-44"	"2017"	"2017"	12	37285	Unreliable
	"Horry County, SC"	"45051"	"45-54 years"	"45-54"	"2016"	"2016"	24	41209	58.2
	"Horry County, SC"	"45051"	"45-54 years"	"45-54"	"2017"	"2017"	12	42250	Unreliable
	"Horry County, SC"	"45051"	"55-64 years"	"55-64"	"2014"	"2014"	12	44238	Unreliable
	"Horry County, SC"	"45051"	"55-64 years"	"55-64"	"2016"	"2016"	11	49246	Unreliable
	"Lancaster County, SC"	"45057"	"35-44 years"	"35-44"	"2017"	"2017"	10	12179	Unreliable
	"Lexington County, SC"	"45063"	"35-44 years"	"35-44"	"2014"	"2014"	11	36899	Unreliable
	"Lexington County, SC"	"45063"	"45-54 years"	"45-54"	"2015"	"2015"	14	40067	Unreliable
	"Lexington County, SC"	"45063"	"45-54 years"	"45-54"	"2016"	"2016"	11	40267	Unreliable
	"Lexington County, SC"	"45063"	"55-64 years"	"55-64"	"2014"	"2014"	10	36298	Unreliable
	"Richland County, SC"	"45079"	"25-34 years"	"25-34"	"2017"	"2017"	10	61438	Unreliable
	"Richland County, SC"	"45079"	"45-54 years"	"45-54"	"2017"	"2017"	12	48712	Unreliable
	"Spartanburg County, SC"	"45083"	"45-54 years"	"45-54"	"2014"	"2014"	10	40787	Unreliable
	"Spartanburg County, SC"	"45083"	"45-54 years"	"45-54"	"2015"	"2015"	10	40975	Unreliable
	"Spartanburg County, SC"	"45083"	"45-54 years"	"45-54"	"2016"	"2016"	13	41234	Unreliable
	"York County, SC"	"45091"	"35-44 years"	"35-44"	"2016"	"2016"	11	35475	Unreliable
	"York County, SC"	"45091"	"45-54 years"	"45-54"	"2014"	"2014"	13	35858	Unreliable
	"York County, SC"	"45091"	"45-54 years"	"45-54"	"2016"	"2016"	10	37654	Unreliable
	"Davidson County, TN"	"47037"	"15-24 years"	"15-24"	"2015"	"2015"	12	89755	Unreliable
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2012"	"2012"	13	121393	Unreliable
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2013"	"2013"	23	124919	18.4
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2014"	"2014"	20	127790	15.7
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2015"	"2015"	23	131468	17.5
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2016"	"2016"	34	134580	25.3
	"Davidson County, TN"	"47037"	"25-34 years"	"25-34"	"2017"	"2017"	36	138406	26.0
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2012"	"2012"	13	88038	Unreliable
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2013"	"2013"	18	90470	Unreliable
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2014"	"2014"	25	91953	27.2
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2015"	"2015"	24	93588	25.6
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2016"	"2016"	30	93301	32.2
	"Davidson County, TN"	"47037"	"35-44 years"	"35-44"	"2017"	"2017"	41	94357	43.5
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2012"	"2012"	18	84100	Unreliable
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2013"	"2013"	20	84030	23.8
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2014"	"2014"	25	83977	29.8
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2015"	"2015"	34	83999	40.5
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2016"	"2016"	43	83331	51.6
	"Davidson County, TN"	"47037"	"45-54 years"	"45-54"	"2017"	"2017"	27	82728	32.6
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2012"	"2012"	13	73168	Unreliable
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2013"	"2013"	20	75337	26.5
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2014"	"2014"	21	77082	27.2
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2015"	"2015"	19	78595	Unreliable
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2016"	"2016"	25	79290	31.5
	"Davidson County, TN"	"47037"	"55-64 years"	"55-64"	"2017"	"2017"	30	79529	37.7
	"Hamilton County, TN"	"47065"	"25-34 years"	"25-34"	"2014"	"2014"	12	47748	Unreliable
	"Hamilton County, TN"	"47065"	"25-34 years"	"25-34"	"2015"	"2015"	10	49297	Unreliable
	"Hamilton County, TN"	"47065"	"25-34 years"	"25-34"	"2016"	"2016"	11	50868	Unreliable
	"Hamilton County, TN"	"47065"	"35-44 years"	"35-44"	"2012"	"2012"	14	43742	Unreliable
	"Hamilton County, TN"	"47065"	"35-44 years"	"35-44"	"2013"	"2013"	11	44344	Unreliable
	"Hamilton County, TN"	"47065"	"35-44 years"	"35-44"	"2016"	"2016"	15	44318	Unreliable
	"Hamilton County, TN"	"47065"	"35-44 years"	"35-44"	"2017"	"2017"	13	44363	Unreliable
	"Hamilton County, TN"	"47065"	"45-54 years"	"45-54"	"2012"	"2012"	18	48080	Unreliable
	"Hamilton County, TN"	"47065"	"45-54 years"	"45-54"	"2013"	"2013"	11	47535	Unreliable
	"Hamilton County, TN"	"47065"	"45-54 years"	"45-54"	"2016"	"2016"	11	47071	Unreliable
	"Hamilton County, TN"	"47065"	"55-64 years"	"55-64"	"2017"	"2017"	10	48680	Unreliable
	"Knox County, TN"	"47093"	"15-24 years"	"15-24"	"2017"	"2017"	12	71923	Unreliable
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2013"	"2013"	11	59425	Unreliable
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2014"	"2014"	23	59794	38.5
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2015"	"2015"	10	59899	Unreliable
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2016"	"2016"	19	60975	Unreliable
	"Knox County, TN"	"47093"	"25-34 years"	"25-34"	"2017"	"2017"	24	62881	38.2
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2012"	"2012"	24	56674	42.3
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2013"	"2013"	20	56827	35.2
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2014"	"2014"	13	56680	Unreliable
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2015"	"2015"	29	56523	51.3
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2016"	"2016"	25	56672	44.1
	"Knox County, TN"	"47093"	"35-44 years"	"35-44"	"2017"	"2017"	23	57301	40.1
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2012"	"2012"	20	61150	32.7
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2013"	"2013"	20	60169	33.2
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2014"	"2014"	31	60032	51.6
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2015"	"2015"	41	59662	68.7
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2016"	"2016"	41	59768	68.6
	"Knox County, TN"	"47093"	"45-54 years"	"45-54"	"2017"	"2017"	29	59541	48.7
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2012"	"2012"	15	54741	Unreliable
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2013"	"2013"	15	55217	Unreliable
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2014"	"2014"	15	55799	Unreliable
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2015"	"2015"	27	56810	47.5
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2016"	"2016"	28	57520	48.7
	"Knox County, TN"	"47093"	"55-64 years"	"55-64"	"2017"	"2017"	35	57859	60.5
	"Rutherford County, TN"	"47149"	"25-34 years"	"25-34"	"2012"	"2012"	10	42372	Unreliable
	"Rutherford County, TN"	"47149"	"25-34 years"	"25-34"	"2016"	"2016"	10	44869	Unreliable
	"Rutherford County, TN"	"47149"	"25-34 years"	"25-34"	"2017"	"2017"	11	47048	Unreliable
	"Rutherford County, TN"	"47149"	"35-44 years"	"35-44"	"2015"	"2015"	12	42452	Unreliable
	"Rutherford County, TN"	"47149"	"35-44 years"	"35-44"	"2016"	"2016"	12	43522	Unreliable
	"Rutherford County, TN"	"47149"	"45-54 years"	"45-54"	"2013"	"2013"	10	37180	Unreliable
	"Rutherford County, TN"	"47149"	"45-54 years"	"45-54"	"2015"	"2015"	12	39271	Unreliable
	"Rutherford County, TN"	"47149"	"45-54 years"	"45-54"	"2017"	"2017"	10	41636	Unreliable
	"Sevier County, TN"	"47155"	"45-54 years"	"45-54"	"2017"	"2017"	10	13906	Unreliable
	"Shelby County, TN"	"47157"	"15-24 years"	"15-24"	"2012"	"2012"	10	140713	Unreliable
	"Shelby County, TN"	"47157"	"15-24 years"	"15-24"	"2014"	"2014"	11	136352	Unreliable
	"Shelby County, TN"	"47157"	"15-24 years"	"15-24"	"2015"	"2015"	10	133255	Unreliable
	"Shelby County, TN"	"47157"	"15-24 years"	"15-24"	"2016"	"2016"	12	130483	Unreliable
	"Shelby County, TN"	"47157"	"15-24 years"	"15-24"	"2017"	"2017"	11	127076	Unreliable
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2012"	"2012"	17	133086	Unreliable
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2013"	"2013"	25	132956	18.8
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2014"	"2014"	25	133812	18.7
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2015"	"2015"	31	134434	23.1
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2016"	"2016"	43	135130	31.8
	"Shelby County, TN"	"47157"	"25-34 years"	"25-34"	"2017"	"2017"	28	137719	20.3
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2012"	"2012"	22	122648	17.9
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2013"	"2013"	16	121620	Unreliable
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2014"	"2014"	27	120690	22.4
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2015"	"2015"	25	119453	20.9
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2016"	"2016"	21	117232	17.9
	"Shelby County, TN"	"47157"	"35-44 years"	"35-44"	"2017"	"2017"	28	117271	23.9
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2012"	"2012"	12	128982	Unreliable
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2013"	"2013"	20	126299	15.8
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2014"	"2014"	28	124024	22.6
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2015"	"2015"	24	122842	19.5
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2016"	"2016"	20	121065	16.5
	"Shelby County, TN"	"47157"	"45-54 years"	"45-54"	"2017"	"2017"	19	119163	Unreliable
	"Shelby County, TN"	"47157"	"55-64 years"	"55-64"	"2012"	"2012"	14	113173	Unreliable
	"Shelby County, TN"	"47157"	"55-64 years"	"55-64"	"2013"	"2013"	21	114902	18.3
	"Shelby County, TN"	"47157"	"55-64 years"	"55-64"	"2014"	"2014"	15	115596	Unreliable
	"Shelby County, TN"	"47157"	"55-64 years"	"55-64"	"2015"	"2015"	21	116748	18.0
	"Shelby County, TN"	"47157"	"55-64 years"	"55-64"	"2016"	"2016"	14	117174	Unreliable
	"Shelby County, TN"	"47157"	"55-64 years"	"55-64"	"2017"	"2017"	14	117174	Unreliable
	"Sullivan County, TN"	"47163"	"35-44 years"	"35-44"	"2015"	"2015"	12	18786	Unreliable
	"Sullivan County, TN"	"47163"	"45-54 years"	"45-54"	"2014"	"2014"	10	22656	Unreliable
	"Sullivan County, TN"	"47163"	"45-54 years"	"45-54"	"2016"	"2016"	12	22506	Unreliable
	"Sullivan County, TN"	"47163"	"55-64 years"	"55-64"	"2016"	"2016"	12	22776	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2012"	"2012"	18	274279	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2013"	"2013"	14	276457	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2014"	"2014"	10	279220	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2015"	"2015"	13	283831	Unreliable
	"Bexar County, TX"	"48029"	"15-24 years"	"15-24"	"2016"	"2016"	13	285134	Unreliable
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2012"	"2012"	33	270311	12.2
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2013"	"2013"	28	280060	10.0
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2014"	"2014"	33	288998	11.4
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2015"	"2015"	35	298201	11.7
	"Bexar County, TX"	"48029"	"25-34 years"	"25-34"	"2016"	"2016"	21	304595	6.9
