"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Contra Costa County, CA"	"06013"	128	1126745	11.4
	"El Dorado County, CA"	"06017"	42	184452	22.8
	"Fresno County, CA"	"06019"	146	974861	15.0
	"Humboldt County, CA"	"06023"	49	135727	36.1
	"Imperial County, CA"	"06025"	49	180191	27.2
	"Kern County, CA"	"06029"	231	882176	26.2
	"Kings County, CA"	"06031"	18	150965	Unreliable
	"Lake County, CA"	"06033"	38	64591	58.8
	"Los Angeles County, CA"	"06037"	962	10170292	9.5
	"Madera County, CA"	"06039"	27	154998	17.4
	"Marin County, CA"	"06041"	24	261221	9.2
	"Mendocino County, CA"	"06045"	24	87649	27.4
	"Merced County, CA"	"06047"	41	268455	15.3
	"Monterey County, CA"	"06053"	47	433898	10.8
	"Napa County, CA"	"06055"	23	142456	16.1
	"Nevada County, CA"	"06057"	23	98877	23.3
	"Orange County, CA"	"06059"	409	3169776	12.9
	"Placer County, CA"	"06061"	48	375391	12.8
	"Riverside County, CA"	"06065"	389	2361026	16.5
	"Sacramento County, CA"	"06067"	313	1501335	20.8
	"San Bernardino County, CA"	"06071"	113	2128133	5.3
	"San Diego County, CA"	"06073"	501	3299521	15.2
	"San Francisco County, CA"	"06075"	211	864816	24.4
	"San Joaquin County, CA"	"06077"	144	726106	19.8
	"San Luis Obispo County, CA"	"06079"	58	281401	20.6
	"San Mateo County, CA"	"06081"	85	765135	11.1
	"Santa Barbara County, CA"	"06083"	77	444769	17.3
	"Santa Clara County, CA"	"06085"	154	1918044	8.0
	"Santa Cruz County, CA"	"06087"	57	274146	20.8
	"Shasta County, CA"	"06089"	33	179533	18.4
	"Siskiyou County, CA"	"06093"	14	43554	Unreliable
	"Solano County, CA"	"06095"	63	436092	14.4
	"Sonoma County, CA"	"06097"	100	502146	19.9
	"Stanislaus County, CA"	"06099"	107	538388	19.9
	"Sutter County, CA"	"06101"	12	96463	Unreliable
	"Tehama County, CA"	"06103"	10	63308	Unreliable
	"Tulare County, CA"	"06107"	47	459863	10.2
	"Tuolumne County, CA"	"06109"	22	53709	41.0
	"Ventura County, CA"	"06111"	126	850536	14.8
	"Yolo County, CA"	"06113"	37	213016	17.4
	"Yuba County, CA"	"06115"	13	74492	Unreliable
	"Adams County, CO"	"08001"	90	491337	18.3
	"Arapahoe County, CO"	"08005"	113	631096	17.9
	"Boulder County, CO"	"08013"	44	319372	13.8
	"Denver County, CO"	"08031"	133	682545	19.5
	"Douglas County, CO"	"08035"	22	322387	6.8
	"El Paso County, CO"	"08041"	162	674471	24.0
	"Jefferson County, CO"	"08059"	94	565524	16.6
	"La Plata County, CO"	"08067"	10	54688	Unreliable
	"Larimer County, CO"	"08069"	53	333577	15.9
	"Las Animas County, CO"	"08071"	12	14058	Unreliable
	"Mesa County, CO"	"08077"	33	148513	22.2
	"Pueblo County, CO"	"08101"	50	163591	30.6
	"Weld County, CO"	"08123"	43	285174	15.1
	"Fairfield County, CT"	"09001"	145	948053	15.3
	"Hartford County, CT"	"09003"	213	895841	23.8
	"Litchfield County, CT"	"09005"	57	183603	31.0
	"Middlesex County, CT"	"09007"	41	164063	25.0
	"New Haven County, CT"	"09009"	218	859470	25.4
	"New London County, CT"	"09011"	78	271863	28.7
	"Tolland County, CT"	"09013"	26	151420	17.2
	"Windham County, CT"	"09015"	37	116573	31.7
	"Kent County, DE"	"10001"	38	173533	21.9
	"New Castle County, DE"	"10003"	125	556779	22.5
	"Sussex County, DE"	"10005"	47	215622	21.8
	"District of Columbia, DC"	"11001"	132	672228	19.6
	"Alachua County, FL"	"12001"	32	259964	12.3
	"Bay County, FL"	"12005"	32	181635	17.6
	"Brevard County, FL"	"12009"	161	568088	28.3
	"Broward County, FL"	"12011"	292	1896425	15.4
	"Charlotte County, FL"	"12015"	16	173115	Unreliable
	"Citrus County, FL"	"12017"	28	141058	19.8
	"Clay County, FL"	"12019"	48	203967	23.5
	"Collier County, FL"	"12021"	58	357305	16.2
	"Columbia County, FL"	"12023"	13	68348	Unreliable
	"Duval County, FL"	"12031"	183	913010	20.0
	"Escambia County, FL"	"12033"	60	311003	19.3
	"Flagler County, FL"	"12035"	15	105392	Unreliable
	"Hernando County, FL"	"12053"	37	178439	20.7
	"Highlands County, FL"	"12055"	12	99491	Unreliable
	"Hillsborough County, FL"	"12057"	196	1349050	14.5
	"Indian River County, FL"	"12061"	23	147919	15.5
	"Lake County, FL"	"12069"	50	325875	15.3
	"Lee County, FL"	"12071"	104	701982	14.8
	"Leon County, FL"	"12073"	17	286272	Unreliable
	"Manatee County, FL"	"12081"	155	363369	42.7
	"Marion County, FL"	"12083"	54	343254	15.7
	"Martin County, FL"	"12085"	27	156283	17.3
	"Miami-Dade County, FL"	"12086"	219	2693117	8.1
	"Monroe County, FL"	"12087"	21	77482	27.1
	"Nassau County, FL"	"12089"	11	78444	Unreliable
	"Okaloosa County, FL"	"12091"	47	198664	23.7
	"Okeechobee County, FL"	"12093"	10	39469	Unreliable
	"Orange County, FL"	"12095"	204	1288126	15.8
	"Osceola County, FL"	"12097"	43	323993	13.3
	"Palm Beach County, FL"	"12099"	335	1422789	23.5
	"Pasco County, FL"	"12101"	126	497909	25.3
	"Pinellas County, FL"	"12103"	203	949827	21.4
	"Polk County, FL"	"12105"	112	650092	17.2
	"St. Johns County, FL"	"12109"	24	226640	10.6
	"St. Lucie County, FL"	"12111"	52	298563	17.4
	"Santa Rosa County, FL"	"12113"	27	167040	16.2
	"Sarasota County, FL"	"12115"	97	405549	23.9
	"Seminole County, FL"	"12117"	67	449144	14.9
	"Sumter County, FL"	"12119"	20	118891	16.8
	"Volusia County, FL"	"12127"	103	517887	19.9
	"Barrow County, GA"	"13013"	10	75370	Unreliable
	"Bartow County, GA"	"13015"	23	102747	22.4
	"Bibb County, GA"	"13021"	20	153721	13.0
	"Carroll County, GA"	"13045"	20	114545	17.5
	"Catoosa County, GA"	"13047"	12	66050	Unreliable
	"Chatham County, GA"	"13051"	28	286956	9.8
	"Cherokee County, GA"	"13057"	52	235900	22.0
	"Clarke County, GA"	"13059"	12	123912	Unreliable
	"Clayton County, GA"	"13063"	31	273955	11.3
	"Cobb County, GA"	"13067"	116	741334	15.6
	"Columbia County, GA"	"13073"	18	144052	Unreliable
	"Coweta County, GA"	"13077"	16	138427	Unreliable
	"DeKalb County, GA"	"13089"	83	734871	11.3
	"Douglas County, GA"	"13097"	20	140733	14.2
	"Fayette County, GA"	"13113"	15	110714	Unreliable
	"Floyd County, GA"	"13115"	13	96504	Unreliable
	"Forsyth County, GA"	"13117"	38	212438	17.9
	"Fulton County, GA"	"13121"	152	1010562	15.0
	"Gwinnett County, GA"	"13135"	106	895823	11.8
	"Hall County, GA"	"13139"	23	193535	11.9
	"Haralson County, GA"	"13143"	11	28854	Unreliable
	"Henry County, GA"	"13151"	29	217739	13.3
	"Houston County, GA"	"13153"	19	150033	Unreliable
	"Jackson County, GA"	"13157"	16	63360	Unreliable
	"Murray County, GA"	"13213"	10	39565	Unreliable
	"Muscogee County, GA"	"13215"	18	200579	Unreliable
	"Newton County, GA"	"13217"	13	105473	Unreliable
	"Paulding County, GA"	"13223"	25	152238	16.4
	"Richmond County, GA"	"13245"	47	201793	23.3
	"Rockdale County, GA"	"13247"	11	88856	Unreliable
	"Spalding County, GA"	"13255"	14	64051	Unreliable
	"Troup County, GA"	"13285"	15	69763	Unreliable
	"Walton County, GA"	"13297"	19	88399	Unreliable
	"Whitfield County, GA"	"13313"	14	104216	Unreliable
	"Hawaii County, HI"	"15001"	21	196428	10.7
	"Honolulu County, HI"	"15003"	140	998714	14.0
	"Maui County, HI"	"15009"	22	164637	13.4
	"Ada County, ID"	"16001"	50	434211	11.5
	"Bannock County, ID"	"16005"	14	83744	Unreliable
	"Bonneville County, ID"	"16019"	30	110089	27.3
	"Canyon County, ID"	"16027"	22	207478	10.6
	"Kootenai County, ID"	"16055"	23	150346	15.3
	"Twin Falls County, ID"	"16083"	18	82375	Unreliable
	"Adams County, IL"	"17001"	17	67013	Unreliable
	"Bureau County, IL"	"17011"	11	33587	Unreliable
	"Champaign County, IL"	"17019"	34	208861	16.3
	"Cook County, IL"	"17031"	744	5238216	14.2
	"DuPage County, IL"	"17043"	120	933736	12.9
	"Franklin County, IL"	"17055"	13	39485	Unreliable
	"Jackson County, IL"	"17077"	12	59362	Unreliable
	"Jefferson County, IL"	"17081"	12	38353	Unreliable
	"Kane County, IL"	"17089"	41	530847	7.7
	"Kankakee County, IL"	"17091"	17	110879	Unreliable
	"Lake County, IL"	"17097"	80	703910	11.4
	"LaSalle County, IL"	"17099"	32	111333	28.7
	"McHenry County, IL"	"17111"	51	307343	16.6
	"McLean County, IL"	"17113"	26	173166	15.0
	"Macon County, IL"	"17115"	18	107303	Unreliable
	"Macoupin County, IL"	"17117"	10	46045	Unreliable
	"Madison County, IL"	"17119"	80	266209	30.1
	"Marion County, IL"	"17121"	10	38339	Unreliable
	"Peoria County, IL"	"17143"	42	186221	22.6
	"Rock Island County, IL"	"17161"	13	146133	Unreliable
	"St. Clair County, IL"	"17163"	36	264052	13.6
	"Sangamon County, IL"	"17167"	45	198712	22.6
	"Tazewell County, IL"	"17179"	24	134800	17.8
	"Vermilion County, IL"	"17183"	18	79282	Unreliable
	"Whiteside County, IL"	"17195"	11	57079	Unreliable
	"Will County, IL"	"17197"	114	687263	16.6
	"Williamson County, IL"	"17199"	11	67466	Unreliable
	"Winnebago County, IL"	"17201"	99	287078	34.5
	"Allen County, IN"	"18003"	63	368450	17.1
	"Boone County, IN"	"18011"	12	63344	Unreliable
	"Clark County, IN"	"18019"	31	115371	26.9
	"Dearborn County, IN"	"18029"	18	49455	Unreliable
	"Delaware County, IN"	"18035"	39	116852	33.4
	"Elkhart County, IN"	"18039"	24	203474	11.8
	"Fayette County, IN"	"18041"	13	23434	Unreliable
	"Floyd County, IN"	"18043"	17	76778	Unreliable
	"Grant County, IN"	"18053"	31	67979	45.6
	"Hamilton County, IN"	"18057"	38	309697	12.3
	"Hancock County, IN"	"18059"	21	72520	29.0
	"Hendricks County, IN"	"18063"	13	158192	Unreliable
	"Henry County, IN"	"18065"	11	48985	Unreliable
	"Howard County, IN"	"18067"	32	82556	38.8
	"Jackson County, IN"	"18071"	11	44069	Unreliable
	"Johnson County, IN"	"18081"	26	149633	17.4
	"Kosciusko County, IN"	"18085"	10	78620	Unreliable
	"Lake County, IN"	"18089"	69	487865	14.1
	"La Porte County, IN"	"18091"	17	110884	Unreliable
	"Madison County, IN"	"18095"	36	129723	27.8
	"Marion County, IN"	"18097"	269	939020	28.6
	"Monroe County, IN"	"18105"	20	144705	13.8
	"Morgan County, IN"	"18109"	20	69648	28.7
	"Porter County, IN"	"18127"	37	167688	22.1
	"Ripley County, IN"	"18137"	11	28701	Unreliable
	"St. Joseph County, IN"	"18141"	58	268441	21.6
	"Tippecanoe County, IN"	"18157"	38	185826	20.4
	"Vanderburgh County, IN"	"18163"	46	181877	25.3
	"Vigo County, IN"	"18167"	22	107896	20.4
	"Wayne County, IN"	"18177"	35	67001	52.2
	"Black Hawk County, IA"	"19013"	10	133455	Unreliable
	"Dubuque County, IA"	"19061"	13	97125	Unreliable
	"Linn County, IA"	"19113"	32	219916	14.6
	"Polk County, IA"	"19153"	89	467711	19.0
	"Pottawattamie County, IA"	"19155"	13	93671	Unreliable
	"Scott County, IA"	"19163"	38	172126	22.1
	"Woodbury County, IA"	"19193"	10	102782	Unreliable
	"Butler County, KS"	"20015"	11	66741	Unreliable
	"Douglas County, KS"	"20045"	18	118053	Unreliable
	"Johnson County, KS"	"20091"	46	580159	7.9
	"Montgomery County, KS"	"20125"	10	33314	Unreliable
	"Reno County, KS"	"20155"	13	63718	Unreliable
	"Saline County, KS"	"20169"	11	55691	Unreliable
	"Sedgwick County, KS"	"20173"	85	511574	16.6
	"Shawnee County, KS"	"20177"	30	178725	16.8
	"Wyandotte County, KS"	"20209"	16	163369	Unreliable
	"Bell County, KY"	"21013"	25	27337	91.5
	"Boone County, KY"	"21015"	53	127712	41.5
	"Boyd County, KY"	"21019"	24	48325	49.7
	"Bullitt County, KY"	"21029"	17	78702	Unreliable
	"Butler County, KY"	"21031"	10	12938	Unreliable
	"Campbell County, KY"	"21037"	51	92066	55.4
	"Carter County, KY"	"21043"	10	27158	Unreliable
	"Clark County, KY"	"21049"	14	35757	Unreliable
	"Daviess County, KY"	"21059"	15	99259	Unreliable
	"Fayette County, KY"	"21067"	109	314488	34.7
	"Floyd County, KY"	"21071"	18	37756	Unreliable
	"Franklin County, KY"	"21073"	15	50375	Unreliable
	"Greenup County, KY"	"21089"	11	36068	Unreliable
	"Hardin County, KY"	"21093"	10	106439	Unreliable
	"Harlan County, KY"	"21095"	10	27703	Unreliable
	"Jefferson County, KY"	"21111"	220	763623	28.8
	"Jessamine County, KY"	"21113"	14	51961	Unreliable
	"Kenton County, KY"	"21117"	116	165012	70.3
	"Knox County, KY"	"21121"	21	31730	66.2
	"Laurel County, KY"	"21125"	13	60094	Unreliable
	"Madison County, KY"	"21151"	30	87824	34.2
	"Martin County, KY"	"21159"	10	12307	Unreliable
	"Nelson County, KY"	"21179"	10	45126	Unreliable
	"Oldham County, KY"	"21185"	16	64875	Unreliable
	"Perry County, KY"	"21193"	13	27565	Unreliable
	"Pike County, KY"	"21195"	27	61792	43.7
	"Pulaski County, KY"	"21199"	17	63782	Unreliable
	"Scott County, KY"	"21209"	14	52420	Unreliable
	"Shelby County, KY"	"21211"	16	45632	Unreliable
	"Warren County, KY"	"21227"	16	122851	Unreliable
	"Whitley County, KY"	"21235"	19	36129	Unreliable
	"Ascension Parish, LA"	"22005"	18	119455	Unreliable
	"Avoyelles Parish, LA"	"22009"	10	41103	Unreliable
	"Bossier Parish, LA"	"22015"	14	125175	Unreliable
	"Caddo Parish, LA"	"22017"	45	251460	17.9
	"Calcasieu Parish, LA"	"22019"	23	198788	11.6
	"East Baton Rouge Parish, LA"	"22033"	80	446753	17.9
	"Iberia Parish, LA"	"22045"	15	74103	Unreliable
	"Jefferson Parish, LA"	"22051"	130	436275	29.8
	"Lafayette Parish, LA"	"22055"	37	240098	15.4
	"Lafourche Parish, LA"	"22057"	17	98325	Unreliable
	"Livingston Parish, LA"	"22063"	51	137788	37.0
	"Orleans Parish, LA"	"22071"	117	389617	30.0
	"Ouachita Parish, LA"	"22073"	26	156761	16.6
	"Rapides Parish, LA"	"22079"	22	132141	16.6
	"St. Bernard Parish, LA"	"22087"	17	45408	Unreliable
	"St. Charles Parish, LA"	"22089"	14	52812	Unreliable
	"St. Landry Parish, LA"	"22097"	14	83848	Unreliable
	"St. Mary Parish, LA"	"22101"	14	52810	Unreliable
	"St. Tammany Parish, LA"	"22103"	64	250088	25.6
	"Tangipahoa Parish, LA"	"22105"	26	128755	20.2
	"Terrebonne Parish, LA"	"22109"	38	113972	33.3
	"Vermilion Parish, LA"	"22113"	12	59875	Unreliable
	"Washington Parish, LA"	"22117"	18	46371	Unreliable
	"Androscoggin County, ME"	"23001"	28	107233	26.1
	"Cumberland County, ME"	"23005"	78	289977	26.9
	"Hancock County, ME"	"23009"	11	54659	Unreliable
	"Kennebec County, ME"	"23011"	33	119980	27.5
	"Penobscot County, ME"	"23019"	28	152692	18.3
	"Somerset County, ME"	"23025"	10	51113	Unreliable
	"York County, ME"	"23031"	46	201169	22.9
	"Allegany County, MD"	"24001"	15	72528	Unreliable
	"Anne Arundel County, MD"	"24003"	136	564195	24.1
	"Baltimore County, MD"	"24005"	251	831128	30.2
	"Calvert County, MD"	"24009"	23	90595	25.4
	"Carroll County, MD"	"24013"	43	167627	25.7
	"Cecil County, MD"	"24015"	34	102382	33.2
	"Charles County, MD"	"24017"	25	156118	16.0
	"Frederick County, MD"	"24021"	36	245322	14.7
	"Harford County, MD"	"24025"	59	250290	23.6
	"Howard County, MD"	"24027"	43	313414	13.7
	"Montgomery County, MD"	"24031"	93	1040116	8.9
	"Prince George's County, MD"	"24033"	69	909535	7.6
	"Queen Anne's County, MD"	"24035"	10	48904	Unreliable
	"St. Mary's County, MD"	"24037"	24	111413	21.5
	"Washington County, MD"	"24043"	59	149585	39.4
	"Wicomico County, MD"	"24045"	11	102370	Unreliable
	"Worcester County, MD"	"24047"	20	51540	38.8
	"Baltimore city, MD"	"24510"	330	621849	53.1
	"Barnstable County, MA"	"25001"	71	214333	33.1
	"Berkshire County, MA"	"25003"	41	127828	32.1
	"Bristol County, MA"	"25005"	175	556772	31.4
	"Essex County, MA"	"25009"	234	776043	30.2
	"Franklin County, MA"	"25011"	23	70601	32.6
	"Hampden County, MA"	"25013"	117	470690	24.9
	"Hampshire County, MA"	"25015"	20	161292	12.4
	"Middlesex County, MA"	"25017"	332	1585139	20.9
	"Norfolk County, MA"	"25021"	161	696023	23.1
	"Plymouth County, MA"	"25023"	168	510393	32.9
	"Suffolk County, MA"	"25025"	192	778121	24.7
	"Worcester County, MA"	"25027"	232	818963	28.3
	"Allegan County, MI"	"26005"	10	114625	Unreliable
	"Bay County, MI"	"26017"	25	105659	23.7
	"Berrien County, MI"	"26021"	35	154636	22.6
	"Calhoun County, MI"	"26025"	51	134314	38.0
	"Eaton County, MI"	"26045"	24	108801	22.1
	"Genesee County, MI"	"26049"	64	410849	15.6
	"Grand Traverse County, MI"	"26055"	15	91636	Unreliable
	"Ingham County, MI"	"26065"	70	286085	24.5
	"Isabella County, MI"	"26073"	14	70698	Unreliable
	"Jackson County, MI"	"26075"	19	159494	Unreliable
	"Kalamazoo County, MI"	"26077"	29	260263	11.1
	"Kent County, MI"	"26081"	108	636369	17.0
	"Lapeer County, MI"	"26087"	10	88373	Unreliable
	"Lenawee County, MI"	"26091"	29	98573	29.4
	"Livingston County, MI"	"26093"	28	187316	14.9
	"Macomb County, MI"	"26099"	253	864840	29.3
	"Marquette County, MI"	"26103"	16	67215	Unreliable
	"Monroe County, MI"	"26115"	47	149568	31.4
	"Montcalm County, MI"	"26117"	15	62945	Unreliable
	"Muskegon County, MI"	"26121"	42	172790	24.3
	"Oakland County, MI"	"26125"	128	1242304	10.3
	"Ottawa County, MI"	"26139"	36	279955	12.9
	"Saginaw County, MI"	"26145"	37	193307	19.1
	"St. Clair County, MI"	"26147"	46	159875	28.8
	"Shiawassee County, MI"	"26155"	11	68619	Unreliable
	"Van Buren County, MI"	"26159"	14	75077	Unreliable
	"Washtenaw County, MI"	"26161"	62	358880	17.3
	"Wayne County, MI"	"26163"	580	1759335	33.0
	"Anoka County, MN"	"27003"	37	344151	10.8
	"Clay County, MN"	"27027"	14	62324	Unreliable
	"Dakota County, MN"	"27037"	43	414686	10.4
	"Hennepin County, MN"	"27053"	161	1223149	13.2
	"Kandiyohi County, MN"	"27067"	10	42542	Unreliable
	"Olmsted County, MN"	"27109"	12	151436	Unreliable
	"Ramsey County, MN"	"27123"	86	538133	16.0
	"St. Louis County, MN"	"27137"	34	200431	17.0
	"Stearns County, MN"	"27145"	19	154708	Unreliable
	"Washington County, MN"	"27163"	18	251597	Unreliable
	"DeSoto County, MS"	"28033"	32	173323	18.5
	"Hancock County, MS"	"28045"	11	46420	Unreliable
	"Harrison County, MS"	"28047"	45	201410	22.3
	"Hinds County, MS"	"28049"	20	242891	8.2
	"Jackson County, MS"	"28059"	29	141425	20.5
	"Lamar County, MS"	"28073"	12	60618	Unreliable
	"Marion County, MS"	"28091"	11	25563	Unreliable
	"Pearl River County, MS"	"28109"	21	55191	38.0
	"Rankin County, MS"	"28121"	14	149039	Unreliable
	"Boone County, MO"	"29019"	23	174974	13.1
	"Camden County, MO"	"29029"	10	44237	Unreliable
	"Cass County, MO"	"29037"	13	101603	Unreliable
	"Christian County, MO"	"29043"	11	83279	Unreliable
	"Clay County, MO"	"29047"	40	235637	17.0
	"Cole County, MO"	"29051"	11	76720	Unreliable
	"Crawford County, MO"	"29055"	11	24526	Unreliable
	"Franklin County, MO"	"29071"	27	102426	26.4
	"Greene County, MO"	"29077"	96	288072	33.3
	"Jackson County, MO"	"29095"	139	687623	20.2
	"Jefferson County, MO"	"29099"	74	224124	33.0
	"Lawrence County, MO"	"29109"	10	38180	Unreliable
	"Lincoln County, MO"	"29113"	17	54696	Unreliable
	"Platte County, MO"	"29165"	12	96096	Unreliable
	"Pulaski County, MO"	"29169"	14	53221	Unreliable
	"St. Charles County, MO"	"29183"	74	385590	19.2
	"St. Francois County, MO"	"29187"	19	66520	Unreliable
	"St. Louis County, MO"	"29189"	178	1003362	17.7
	"Scott County, MO"	"29201"	10	39008	Unreliable
	"Warren County, MO"	"29219"	11	33513	Unreliable
	"Washington County, MO"	"29221"	10	24788	Unreliable
	"Webster County, MO"	"29225"	14	37483	Unreliable
	"St. Louis city, MO"	"29510"	116	315685	36.7
	"Cascade County, MT"	"30013"	12	82278	Unreliable
	"Flathead County, MT"	"30029"	12	96165	Unreliable
	"Lewis and Clark County, MT"	"30049"	13	66418	Unreliable
	"Missoula County, MT"	"30063"	18	114181	Unreliable
	"Yellowstone County, MT"	"30111"	30	157048	19.1
	"Douglas County, NE"	"31055"	59	550064	10.7
	"Lancaster County, NE"	"31109"	24	306468	7.8
	"Sarpy County, NE"	"31153"	10	175692	Unreliable
	"Clark County, NV"	"32003"	555	2114801	26.2
	"Lyon County, NV"	"32019"	11	52585	Unreliable
	"Nye County, NV"	"32023"	17	42477	Unreliable
	"Washoe County, NV"	"32031"	105	446903	23.5
	"Carson City, NV"	"32510"	28	54521	51.4
	"Belknap County, NH"	"33001"	21	60641	34.6
	"Carroll County, NH"	"33003"	17	47285	Unreliable
	"Cheshire County, NH"	"33005"	10	75909	Unreliable
	"Coos County, NH"	"33007"	14	31212	Unreliable
	"Grafton County, NH"	"33009"	16	89320	Unreliable
	"Hillsborough County, NH"	"33011"	172	406678	42.3
	"Merrimack County, NH"	"33013"	35	147994	23.6
	"Rockingham County, NH"	"33015"	97	301777	32.1
	"Strafford County, NH"	"33017"	44	126825	34.7
	"Atlantic County, NJ"	"34001"	64	274219	23.3
	"Bergen County, NJ"	"34003"	98	938506	10.4
	"Burlington County, NJ"	"34005"	95	450226	21.1
	"Camden County, NJ"	"34007"	155	510923	30.3
	"Cape May County, NJ"	"34009"	25	94727	26.4
	"Cumberland County, NJ"	"34011"	28	155854	18.0
	"Essex County, NJ"	"34013"	122	797434	15.3
	"Gloucester County, NJ"	"34015"	77	291479	26.4
	"Hudson County, NJ"	"34017"	90	674836	13.3
	"Hunterdon County, NJ"	"34019"	17	125488	Unreliable
	"Mercer County, NJ"	"34021"	62	371398	16.7
	"Middlesex County, NJ"	"34023"	107	840900	12.7
	"Monmouth County, NJ"	"34025"	124	628715	19.7
	"Morris County, NJ"	"34027"	55	499509	11.0
	"Ocean County, NJ"	"34029"	151	588721	25.6
	"Passaic County, NJ"	"34031"	69	510916	13.5
	"Salem County, NJ"	"34033"	19	64180	Unreliable
	"Somerset County, NJ"	"34035"	35	333654	10.5
	"Sussex County, NJ"	"34037"	30	143673	20.9
	"Union County, NJ"	"34039"	67	555786	12.1
	"Warren County, NJ"	"34041"	24	106869	22.5
	"Bernalillo County, NM"	"35001"	225	676685	33.3
	"Chaves County, NM"	"35005"	11	65764	Unreliable
	"Dona Ana County, NM"	"35013"	40	214295	18.7
	"Eddy County, NM"	"35015"	18	57578	Unreliable
	"Grant County, NM"	"35017"	10	28609	Unreliable
	"Lea County, NM"	"35025"	14	71180	Unreliable
	"McKinley County, NM"	"35031"	10	76708	Unreliable
	"Otero County, NM"	"35035"	16	64362	Unreliable
	"Rio Arriba County, NM"	"35039"	29	39465	73.5
	"Sandoval County, NM"	"35043"	25	139394	17.9
	"San Juan County, NM"	"35045"	19	118737	Unreliable
	"Santa Fe County, NM"	"35049"	52	148686	35.0
	"Taos County, NM"	"35055"	13	32907	Unreliable
	"Valencia County, NM"	"35061"	13	75737	Unreliable
	"Albany County, NY"	"36001"	41	309381	13.3
	"Bronx County, NY"	"36005"	236	1455444	16.2
	"Broome County, NY"	"36007"	42	196567	21.4
	"Cattaraugus County, NY"	"36009"	17	77922	Unreliable
	"Cayuga County, NY"	"36011"	19	78288	Unreliable
	"Chautauqua County, NY"	"36013"	28	130779	21.4
	"Chemung County, NY"	"36015"	15	87071	Unreliable
	"Clinton County, NY"	"36019"	10	81251	Unreliable
	"Cortland County, NY"	"36023"	10	48494	Unreliable
	"Delaware County, NY"	"36025"	10	46053	Unreliable
	"Dutchess County, NY"	"36027"	67	295754	22.7
	"Erie County, NY"	"36029"	287	922578	31.1
	"Franklin County, NY"	"36033"	11	50660	Unreliable
	"Genesee County, NY"	"36037"	12	58937	Unreliable
	"Greene County, NY"	"36039"	10	47625	Unreliable
	"Jefferson County, NY"	"36045"	16	117635	Unreliable
	"Kings County, NY"	"36047"	272	2636735	10.3
	"Monroe County, NY"	"36055"	105	749600	14.0
	"Nassau County, NY"	"36059"	213	1361350	15.6
