"Notes"	"Census Division"	"Census Division Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2010"	"2010"			428	5122931	8.4
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	54434	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	224886	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	631742	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"15-24 years"	"15-24"	53	688364	7.7
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"25-34 years"	"25-34"	148	628793	23.5
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"35-44 years"	"35-44"	125	690263	18.1
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"45-54 years"	"45-54"	128	829461	15.4
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"55-64 years"	"55-64"	70	676653	10.3
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"65-74 years"	"65-74"	Suppressed	378270	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"75-84 years"	"75-84"	Suppressed	233423	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"85+ years"	"85+"	Suppressed	115956	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2011"	"2011"			532	5152245	10.3
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	53375	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	223327	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	627792	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"15-24 years"	"15-24"	55	693760	7.9
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"25-34 years"	"25-34"	146	642933	22.7
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"35-44 years"	"35-44"	119	677513	17.6
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"45-54 years"	"45-54"	160	824383	19.4
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"55-64 years"	"55-64"	62	685633	9.0
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"65-74 years"	"65-74"	Suppressed	406523	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"75-84 years"	"75-84"	Suppressed	232717	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"85+ years"	"85+"	Suppressed	118612	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2012"	"2012"			553	5186568	10.7
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	54692	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	222555	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"5-14 years"	"5-14"	Suppressed	625228	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"15-24 years"	"15-24"	53	704253	7.5
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"25-34 years"	"25-34"	193	654599	29.5
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"35-44 years"	"35-44"	159	663468	24.0
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"45-54 years"	"45-54"	192	813175	23.6
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"55-64 years"	"55-64"	73	698652	10.4
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"65-74 years"	"65-74"	10	430075	Unreliable
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"75-84 years"	"75-84"	Suppressed	233023	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"85+ years"	"85+"	Suppressed	121706	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2013"	"2013"			684	5221426	13.1
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	54667	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	222490	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	619683	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"15-24 years"	"15-24"	96	714720	13.4
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"25-34 years"	"25-34"	309	664688	46.5
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"35-44 years"	"35-44"	234	657063	35.6
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"45-54 years"	"45-54"	234	804598	29.1
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"55-64 years"	"55-64"	100	712976	14.0
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"65-74 years"	"65-74"	16	450304	Unreliable
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"75-84 years"	"75-84"	Suppressed	233949	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"85+ years"	"85+"	Suppressed	123472	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2014"	"2014"			995	5258610	18.9
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	54932	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	222932	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"5-14 years"	"5-14"	Suppressed	613762	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"15-24 years"	"15-24"	120	720503	16.7
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"25-34 years"	"25-34"	412	673505	61.2
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"35-44 years"	"35-44"	297	649958	45.7
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"45-54 years"	"45-54"	278	795590	34.9
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"55-64 years"	"55-64"	111	728845	15.2
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"65-74 years"	"65-74"	12	470231	Unreliable
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"75-84 years"	"75-84"	Suppressed	236007	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"85+ years"	"85+"	Suppressed	125015	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2015"	"2015"			1231	5291280	23.3
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	53987	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	221804	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"5-14 years"	"5-14"	Suppressed	608570	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"15-24 years"	"15-24"	157	722735	21.7
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"25-34 years"	"25-34"	509	679605	74.9
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"35-44 years"	"35-44"	380	642196	59.2
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"45-54 years"	"45-54"	358	781247	45.8
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"55-64 years"	"55-64"	182	740278	24.6
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"65-74 years"	"65-74"	22	488829	4.5
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"75-84 years"	"75-84"	Suppressed	240325	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"85+ years"	"85+"	Suppressed	126165	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2016"	"2016"			1617	5305741	30.5
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	53872	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	222509	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"5-14 years"	"5-14"	Suppressed	603341	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"15-24 years"	"15-24"	121	719273	16.8
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"25-34 years"	"25-34"	491	694395	70.7
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"35-44 years"	"35-44"	381	644838	59.1
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"45-54 years"	"45-54"	325	766052	42.4
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"55-64 years"	"55-64"	176	752216	23.4
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"65-74 years"	"65-74"	25	507323	4.9
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"75-84 years"	"75-84"	Suppressed	247147	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"85+ years"	"85+"	Suppressed	126262	Suppressed
	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"	"2017"	"2017"			1522	5337228	28.5
"Total"	"Division 1: New England"	"CENS-D1"	"Large Fringe Metro"	"2"					8995	57092503	15.8
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	52517	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	212661	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"5-14 years"	"5-14"	Suppressed	590867	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"15-24 years"	"15-24"	54	620013	8.7
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"25-34 years"	"25-34"	83	518257	16.0
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"35-44 years"	"35-44"	103	668570	15.4
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"45-54 years"	"45-54"	88	702765	12.5
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"55-64 years"	"55-64"	17	506687	Unreliable
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"65-74 years"	"65-74"	Suppressed	279691	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"75-84 years"	"75-84"	Suppressed	210518	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"85+ years"	"85+"	Suppressed	94127	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2007"	"2007"			354	4456673	7.9
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	51560	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	211568	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"5-14 years"	"5-14"	Suppressed	586551	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"15-24 years"	"15-24"	35	622660	5.6
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"25-34 years"	"25-34"	88	522337	16.8
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"35-44 years"	"35-44"	87	650419	13.4
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"45-54 years"	"45-54"	121	712343	17.0
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"55-64 years"	"55-64"	22	520646	4.2
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"65-74 years"	"65-74"	Suppressed	293024	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"75-84 years"	"75-84"	Suppressed	207638	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"85+ years"	"85+"	Suppressed	96484	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2008"	"2008"			359	4475230	8.0
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	49354	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	210603	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"5-14 years"	"5-14"	Suppressed	583841	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"15-24 years"	"15-24"	51	626135	8.1
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"25-34 years"	"25-34"	83	526901	15.8
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"35-44 years"	"35-44"	79	629019	12.6
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"45-54 years"	"45-54"	90	720290	12.5
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"55-64 years"	"55-64"	39	540309	7.2
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"65-74 years"	"65-74"	Suppressed	304033	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"75-84 years"	"75-84"	Suppressed	203589	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"85+ years"	"85+"	Suppressed	98928	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2009"	"2009"			349	4493002	7.8
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	48996	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	209673	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"5-14 years"	"5-14"	Suppressed	581161	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"15-24 years"	"15-24"	33	626406	5.3
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"25-34 years"	"25-34"	86	531170	16.2
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"35-44 years"	"35-44"	96	614180	15.6
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"45-54 years"	"45-54"	98	723790	13.5
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"55-64 years"	"55-64"	39	557470	7.0
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"65-74 years"	"65-74"	Suppressed	311065	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"75-84 years"	"75-84"	Suppressed	201972	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"85+ years"	"85+"	Suppressed	100847	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2010"	"2010"			359	4506730	8.0
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	48604	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	204993	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	573498	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"15-24 years"	"15-24"	47	628242	7.5
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"25-34 years"	"25-34"	91	540358	16.8
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"35-44 years"	"35-44"	80	595212	13.4
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"45-54 years"	"45-54"	88	720390	12.2
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"55-64 years"	"55-64"	41	581780	7.0
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"65-74 years"	"65-74"	Suppressed	322309	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"75-84 years"	"75-84"	Suppressed	200117	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"85+ years"	"85+"	Suppressed	103497	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2011"	"2011"			355	4519000	7.9
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	47847	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	201953	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"5-14 years"	"5-14"	Suppressed	569076	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"15-24 years"	"15-24"	36	634183	5.7
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"25-34 years"	"25-34"	108	549294	19.7
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"35-44 years"	"35-44"	94	583127	16.1
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"45-54 years"	"45-54"	94	714162	13.2
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"55-64 years"	"55-64"	37	590891	6.3
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"65-74 years"	"65-74"	Suppressed	346767	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"75-84 years"	"75-84"	Suppressed	198713	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"85+ years"	"85+"	Suppressed	105324	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2012"	"2012"			374	4541337	8.2
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	48339	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	198843	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"5-14 years"	"5-14"	Suppressed	563361	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"15-24 years"	"15-24"	58	637953	9.1
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"25-34 years"	"25-34"	147	556530	26.4
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"35-44 years"	"35-44"	130	570078	22.8
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"45-54 years"	"45-54"	161	703600	22.9
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"55-64 years"	"55-64"	70	604681	11.6
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"65-74 years"	"65-74"	10	366068	Unreliable
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"75-84 years"	"75-84"	Suppressed	197442	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"85+ years"	"85+"	Suppressed	106956	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2013"	"2013"			579	4553851	12.7
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	47799	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	197338	Suppressed
	"Division 1: New England"	"CENS-D1"	"Medium Metro"	"3"	"2014"	"2014"	"5-14 years"	"5-14"	Suppressed	556475	Suppressed
