state.name,criminal_cost,health_cost,productivity_cost,death_cost,total_nonfatal_cost,total_cost,total_population,criminal_cost_pc,health_cost_pc,productivity_cost_pc,death_cost_pc,per_capita_nf_cost,per_capita_total_cost,region
new mexico,59429058.59242406,311770566.2460709,120059960.93212616,4950578790.018777,491259585.7706211,5441838375.789398,2080085,28.570495240542602,149.8835702608648,57.71877636352657,2379.9886975862896,236.17284186493393,2616.1615394512237,new mexico
new york,690179790.3736191,289756270.75396466,1623215658.8138578,30144424971.772697,2603151719.9414415,32747576691.714138,19594330,35.22344425012843,14.78776108976243,82.8410901936355,1538.4259105451779,132.85229553352636,1671.2782060787042,new york
north carolina,230808758.2681577,982999945.2352068,734264623.8015379,16718289284.904419,1948073327.3049026,18666362612.20932,9750405,23.671709869298525,100.81631944880309,75.30606408672644,1714.625114023922,199.79409340482806,1914.4192074287498,north carolina
north dakota,19736035.657981772,58398167.45086592,69868543.60115281,485936541.6701348,148002746.71000051,633939288.3801353,704925,27.997355261881438,82.84309316716802,99.11486129893649,689.3450248893638,209.955309727986,899.3003346173498,north dakota
ohio,286810225.40067524,289756270.75396466,883326997.398869,38811193628.98157,1459893493.553509,40271087122.53508,11560380,24.809757585881712,25.064597422746022,76.40985827445716,3357.2593313525654,126.2842132830849,3483.5435446356505,ohio
oklahoma,85464944.9184828,258440397.52328017,267732846.82100493,5818197588.163209,611638189.2627679,6429835777.425977,3818851,22.379753731811686,67.67490994628494,70.10822020052757,1523.546634357614,160.1628838786242,1683.7095182362382,oklahoma
oregon,125078847.91150223,819992257.9357697,344957250.24077034,4395941420.949307,1290028356.0880423,5685969777.03735,3900343,32.06867906527765,210.23593513077432,88.44279855406828,1127.0653429581212,330.74741275012025,1457.8127557082414,oregon
pennsylvania,359155975.3831718,1737222149.5300298,1058955425.3394309,19476928035.91259,3155333550.2526326,22632261586.165222,12758729,28.1498239662565,136.15949907941692,82.99850442308407,1526.5570760153767,247.30782746875747,1773.864903484134,pennsylvania
rhode island,33777619.93973442,220654000.2334646,97618303.05135667,3560708475.9706955,352049923.22455573,3912758399.1952515,1053252,32.0698369808312,209.49782220538353,92.68276067964426,3380.6804790977803,334.250419865859,3714.9308989636397,rhode island
south carolina,99191319.59189895,356211877.1537617,370868925.3179377,7836682053.136964,826272122.0635984,8662954175.200562,4727273,20.98277793389528,75.35250812757411,78.45303736804235,1657.7595694466902,174.78832342951176,1832.5478928762018,south carolina
south dakota,17867563.510855123,289756270.75396466,61992875.8287552,361921993.93890435,369616710.093575,731538704.0324793,834708,21.40576526264888,347.13489118825345,74.26893695610345,433.5911407808531,442.8095934070058,876.4007341878588,south dakota
tennessee,181148293.41185164,1005658284.0215489,574578907.0683405,14718812841.20889,1761385484.5017412,16480198325.710632,6451365,28.079064416887224,155.8830238285307,89.06315284724094,2281.5036571654045,273.02524109265886,2554.5288982580637,tennessee
texas,560300014.1250322,1500445976.514176,1961679417.82281,17480285802.70453,4022425408.462018,21502711211.166546,26092033,21.473988405772452,57.505905213065454,75.18308051437809,669.9472518183818,154.16297413321598,824.1102259515978,texas
utah,72922770.0455179,256694321.42050052,296076276.44079006,6174886731.566164,625693367.9068085,6800580099.472973,2858111,25.51432398724819,89.81257950461004,103.59159474239806,2160.478277983663,218.9184982342563,2379.396776217919,utah
vermont,22991584.355513275,289756270.75396466,70332685.80461861,1192931009.740951,383080540.91409653,1576011550.6550477,626358,36.70677848053872,462.60488531153857,112.28831723170872,1904.551406289935,611.599981023786,2516.151387313721,vermont
virginia,199149383.29167557,289756270.75396466,810796656.0366122,11643536387.85136,1299702310.0822525,12943238697.933613,8185131,24.3306287085296,35.400321724107364,99.05726078624913,1422.5229123213007,158.78821121888612,1581.3111235401868,virginia
washington,200840638.4773196,1759807270.0275352,797054213.0274191,9110301820.918259,2757702121.532274,11868003942.450533,6899123,29.111038964998826,255.07695253839296,115.52978734071259,1320.5014348806737,399.7177788441044,1720.2192137247782,washington
west virginia,44763396.47950377,358285848.7422999,136827706.25389653,9393592973.070835,539876951.4757001,9933469924.546535,1853881,24.145776605674136,193.26259276744295,73.80608909304132,5066.988103913269,291.21445846615836,5358.202562379428,west virginia
wisconsin,153592490.42270824,610244705.7895511,455790150.6356248,8740679475.200596,1219627346.8478842,9960306822.048481,5724692,26.829826027794727,106.59869662674448,79.61828350514313,1526.8383827812213,213.04680615968235,1739.8851889409038,wisconsin
wyoming,25507991.031475022,52079462.146200195,60198172.19101518,616327441.903309,137785625.3686904,754113067.2719994,575251,44.34236712578513,90.53345782310713,104.6467927757017,1071.4061199429623,239.52261772459397,1310.928737667556,wyoming
